thresh,video,frame,x,y,w,h,class
0.250000,videoplayback_001_1.webm,58,376,152,18,22,school
0.250000,videoplayback_001_1.webm,58,386,151,18,21,signalAhead
0.250000,videoplayback_001_1.webm,59,378,151,19,22,school
0.250000,videoplayback_001_1.webm,59,388,150,19,23,school
0.250000,videoplayback_001_1.webm,60,390,150,19,24,school
0.250000,videoplayback_001_1.webm,61,389,151,19,23,school
0.250000,videoplayback_001_1.webm,62,415,142,18,26,signalAhead
0.250000,videoplayback_001_1.webm,62,398,145,23,25,addedLane
0.250000,videoplayback_001_1.webm,63,412,142,21,27,signalAhead
0.250000,videoplayback_001_1.webm,63,399,144,24,25,merge
0.250000,videoplayback_001_1.webm,64,411,141,21,29,signalAhead
0.250000,videoplayback_001_1.webm,64,400,144,23,26,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,65,414,140,21,28,signalAhead
0.250000,videoplayback_001_1.webm,65,403,144,21,25,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,66,413,141,21,28,merge
0.250000,videoplayback_001_1.webm,66,405,144,20,24,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,67,413,143,20,27,signalAhead
0.250000,videoplayback_001_1.webm,68,413,142,21,29,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,69,418,140,18,28,merge
0.250000,videoplayback_001_1.webm,69,414,144,16,23,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,70,417,140,19,26,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,71,417,138,21,27,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,72,419,138,20,27,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,73,420,136,23,29,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,74,426,136,21,28,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,75,430,135,22,29,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,76,434,135,22,30,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,77,436,134,21,29,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,78,440,133,21,29,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,79,443,131,23,31,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,80,447,130,21,30,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,80,447,139,14,22,slow
0.250000,videoplayback_001_1.webm,81,451,130,21,31,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,83,456,119,23,34,merge
0.250000,videoplayback_001_1.webm,84,459,119,25,35,merge
0.250000,videoplayback_001_1.webm,84,455,117,20,31,signalAhead
0.250000,videoplayback_001_1.webm,85,463,118,25,35,merge
0.250000,videoplayback_001_1.webm,85,459,116,20,31,signalAhead
0.250000,videoplayback_001_1.webm,86,469,115,23,33,merge
0.250000,videoplayback_001_1.webm,87,472,112,22,34,signalAhead
0.250000,videoplayback_001_1.webm,88,476,112,24,36,merge
0.250000,videoplayback_001_1.webm,89,483,110,23,36,merge
0.250000,videoplayback_001_1.webm,90,487,107,27,39,merge
0.250000,videoplayback_001_1.webm,101,251,179,14,18,stop
0.250000,videoplayback_001_1.webm,102,249,178,14,18,pedestrianCrossing
0.250000,videoplayback_001_1.webm,103,246,177,16,18,pedestrianCrossing
0.250000,videoplayback_001_1.webm,104,242,177,17,18,pedestrianCrossing
0.250000,videoplayback_001_1.webm,105,239,176,19,18,signalAhead
0.250000,videoplayback_001_1.webm,105,690,171,13,23,rampSpeedAdvisoryUrdbl
0.250000,videoplayback_001_1.webm,106,236,176,20,18,stopAhead
0.250000,videoplayback_001_1.webm,107,237,177,17,18,stop
0.250000,videoplayback_001_1.webm,108,238,176,14,18,signalAhead
0.250000,videoplayback_001_1.webm,109,237,177,14,18,signalAhead
0.250000,videoplayback_001_1.webm,110,238,177,14,18,signalAhead
0.250000,videoplayback_001_1.webm,113,234,175,13,20,signalAhead
0.250000,videoplayback_001_1.webm,114,230,174,14,19,signalAhead
0.250000,videoplayback_001_1.webm,115,217,173,11,15,merge
0.250000,videoplayback_001_1.webm,115,227,172,14,20,signalAhead
0.250000,videoplayback_001_1.webm,116,215,173,12,14,merge
0.250000,videoplayback_001_1.webm,116,225,173,14,18,signalAhead
0.250000,videoplayback_001_1.webm,117,212,171,12,15,merge
0.250000,videoplayback_001_1.webm,117,222,171,14,19,signalAhead
0.250000,videoplayback_001_1.webm,118,210,170,12,16,merge
0.250000,videoplayback_001_1.webm,118,220,169,14,20,signalAhead
0.250000,videoplayback_001_1.webm,119,206,168,14,16,signalAhead
0.250000,videoplayback_001_1.webm,119,216,168,16,20,signalAhead
0.250000,videoplayback_001_1.webm,120,201,165,15,17,merge
0.250000,videoplayback_001_1.webm,120,213,166,17,21,signalAhead
0.250000,videoplayback_001_1.webm,121,198,164,16,19,merge
0.250000,videoplayback_001_1.webm,121,212,164,19,22,turnRight
0.250000,videoplayback_001_1.webm,122,183,156,20,26,signalAhead
0.250000,videoplayback_001_1.webm,122,196,158,18,22,merge
0.250000,videoplayback_001_1.webm,123,184,155,21,28,slow
0.250000,videoplayback_001_1.webm,123,195,157,18,23,merge
0.250000,videoplayback_001_1.webm,124,183,152,22,31,addedLane
0.250000,videoplayback_001_1.webm,124,192,155,18,25,merge
0.250000,videoplayback_001_1.webm,125,178,152,25,30,addedLane
0.250000,videoplayback_001_1.webm,125,187,154,20,25,merge
0.250000,videoplayback_001_1.webm,126,176,150,25,31,addedLane
0.250000,videoplayback_001_1.webm,126,184,153,20,25,merge
0.250000,videoplayback_001_1.webm,127,180,151,21,27,merge
0.250000,videoplayback_001_1.webm,128,179,152,21,25,merge
0.250000,videoplayback_001_1.webm,129,174,151,20,27,merge
0.250000,videoplayback_001_1.webm,130,171,150,22,27,merge
0.250000,videoplayback_001_1.webm,131,168,150,23,26,merge
0.250000,videoplayback_001_1.webm,132,162,149,25,27,addedLane
0.250000,videoplayback_001_1.webm,133,159,148,22,28,merge
0.250000,videoplayback_001_1.webm,134,156,149,21,25,pedestrianCrossing
0.250000,videoplayback_001_1.webm,135,151,149,20,26,pedestrianCrossing
0.250000,videoplayback_001_1.webm,136,144,148,23,27,pedestrianCrossing
0.250000,videoplayback_001_1.webm,137,137,148,22,25,addedLane
0.250000,videoplayback_001_1.webm,138,132,147,21,25,addedLane
0.250000,videoplayback_001_1.webm,139,123,144,24,28,addedLane
0.250000,videoplayback_001_1.webm,140,117,140,27,32,addedLane
0.250000,videoplayback_001_1.webm,141,108,137,27,34,addedLane
0.250000,videoplayback_001_1.webm,142,100,132,29,40,addedLane
0.250000,videoplayback_001_1.webm,143,91,129,29,42,addedLane
0.250000,videoplayback_001_1.webm,144,84,126,39,41,merge
0.250000,videoplayback_001_1.webm,145,71,125,34,38,addedLane
0.250000,videoplayback_001_1.webm,146,58,119,46,44,addedLane
0.250000,videoplayback_001_1.webm,147,42,115,50,48,addedLane
0.250000,videoplayback_001_1.webm,148,31,111,63,59,addedLane
0.250000,videoplayback_001_1.webm,149,16,106,59,64,addedLane
0.250000,videoplayback_001_1.webm,150,8,98,56,70,pedestrianCrossing
0.250000,videoplayback_001_1.webm,151,3,94,42,73,signalAhead
0.250000,videoplayback_001_1.webm,151,313,181,14,15,school
0.250000,videoplayback_001_1.webm,152,4,96,27,66,signalAhead
0.250000,videoplayback_001_1.webm,152,314,182,14,15,school
0.250000,videoplayback_001_1.webm,153,311,184,13,17,signalAhead
0.250000,videoplayback_001_1.webm,154,311,183,14,17,signalAhead
0.250000,videoplayback_001_1.webm,155,314,182,12,18,signalAhead
0.250000,videoplayback_001_1.webm,156,313,184,13,18,signalAhead
0.250000,videoplayback_001_1.webm,157,317,184,13,17,signalAhead
0.250000,videoplayback_001_1.webm,158,318,184,13,17,speedLimit35
0.250000,videoplayback_001_1.webm,159,316,185,13,16,signalAhead
0.250000,videoplayback_001_1.webm,159,321,184,14,18,speedLimit35
0.250000,videoplayback_001_1.webm,160,323,184,14,18,speedLimit35
0.250000,videoplayback_001_1.webm,161,321,186,13,15,speedLimit35
0.250000,videoplayback_001_1.webm,161,326,185,14,17,stop
0.250000,videoplayback_001_1.webm,162,321,186,13,15,speedLimit35
0.250000,videoplayback_001_1.webm,162,327,185,14,17,stop
0.250000,videoplayback_001_1.webm,163,320,186,13,16,speedLimit35
0.250000,videoplayback_001_1.webm,163,326,186,14,16,stop
0.250000,videoplayback_001_1.webm,164,321,186,12,16,speedLimit35
0.250000,videoplayback_001_1.webm,164,327,186,13,16,stop
0.250000,videoplayback_001_1.webm,165,323,186,13,16,signalAhead
0.250000,videoplayback_001_1.webm,165,329,186,14,16,stop
0.250000,videoplayback_001_1.webm,166,324,186,13,16,stop
0.250000,videoplayback_001_1.webm,166,330,186,13,16,speedLimit35
0.250000,videoplayback_001_1.webm,167,326,187,13,16,stop
0.250000,videoplayback_001_1.webm,167,332,186,14,17,signalAhead
0.250000,videoplayback_001_1.webm,168,328,187,12,15,stop
0.250000,videoplayback_001_1.webm,168,335,187,14,16,signalAhead
0.250000,videoplayback_001_1.webm,169,328,187,12,16,speedLimit35
0.250000,videoplayback_001_1.webm,169,335,186,14,17,speedLimit35
0.250000,videoplayback_001_1.webm,170,331,188,11,16,speedLimit35
0.250000,videoplayback_001_1.webm,170,338,187,12,18,signalAhead
0.250000,videoplayback_001_2.webm,1,236,165,22,19,school
0.250000,videoplayback_001_2.webm,2,170,155,9,16,speedLimit35
0.250000,videoplayback_001_2.webm,4,159,117,18,26,signalAhead
0.250000,videoplayback_001_2.webm,4,161,117,26,36,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,6,472,181,10,14,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,7,478,180,11,15,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,7,472,180,11,11,signalAhead
0.250000,videoplayback_001_2.webm,8,129,104,28,37,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,8,483,182,12,15,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,8,477,182,11,11,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,9,494,180,9,13,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,10,105,101,34,42,keepRight
0.250000,videoplayback_001_2.webm,10,500,179,10,14,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,11,255,187,8,17,rampSpeedAdvisoryUrdbl
0.250000,videoplayback_001_2.webm,11,500,180,12,17,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,11,505,176,18,24,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,12,254,187,10,18,rampSpeedAdvisoryUrdbl
0.250000,videoplayback_001_2.webm,12,517,171,15,21,stopAhead
0.250000,videoplayback_001_2.webm,13,250,186,12,17,pedestrianCrossing
0.250000,videoplayback_001_2.webm,13,526,172,14,19,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,14,245,185,14,16,signalAhead
0.250000,videoplayback_001_2.webm,14,250,186,14,17,school
0.250000,videoplayback_001_2.webm,14,536,168,13,17,signalAhead
0.250000,videoplayback_001_2.webm,14,542,170,12,17,signalAhead
0.250000,videoplayback_001_2.webm,15,248,187,17,18,merge
0.250000,videoplayback_001_2.webm,15,554,164,14,18,signalAhead
0.250000,videoplayback_001_2.webm,16,239,182,18,18,signalAhead
0.250000,videoplayback_001_2.webm,16,242,184,22,22,turnLeft
0.250000,videoplayback_001_2.webm,16,565,157,22,27,pedestrianCrossing
0.250000,videoplayback_001_2.webm,17,240,182,15,18,signalAhead
0.250000,videoplayback_001_2.webm,17,242,183,20,21,turnRight
0.250000,videoplayback_001_2.webm,17,576,160,22,25,signalAhead
0.250000,videoplayback_001_2.webm,18,241,180,19,25,signalAhead
0.250000,videoplayback_001_2.webm,18,590,161,23,27,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,19,237,177,16,22,pedestrianCrossing
0.250000,videoplayback_001_2.webm,19,238,177,22,29,signalAhead
0.250000,videoplayback_001_2.webm,19,607,153,29,34,rampSpeedAdvisory50
0.250000,videoplayback_001_2.webm,20,235,177,15,21,pedestrianCrossing
0.250000,videoplayback_001_2.webm,20,235,176,21,30,signalAhead
0.250000,videoplayback_001_2.webm,20,633,154,24,31,schoolSpeedLimit25
0.250000,videoplayback_001_2.webm,20,630,146,35,47,rampSpeedAdvisory50
0.250000,videoplayback_001_2.webm,21,232,176,26,29,signalAhead
0.250000,videoplayback_001_2.webm,21,651,140,43,48,signalAhead
0.250000,videoplayback_001_2.webm,22,227,174,29,29,signalAhead
0.250000,videoplayback_001_2.webm,22,676,140,27,46,rampSpeedAdvisory50
0.250000,videoplayback_001_2.webm,23,228,174,24,30,signalAhead
0.250000,videoplayback_001_2.webm,24,227,172,23,33,signalAhead
0.250000,videoplayback_001_2.webm,25,225,173,24,32,signalAhead
0.250000,videoplayback_001_2.webm,26,222,171,25,34,signalAhead
0.250000,videoplayback_001_2.webm,27,222,169,24,34,signalAhead
0.250000,videoplayback_001_2.webm,28,219,169,28,33,signalAhead
0.250000,videoplayback_001_2.webm,29,215,168,32,32,pedestrianCrossing
0.250000,videoplayback_001_2.webm,30,213,165,31,38,signalAhead
0.250000,videoplayback_001_2.webm,31,209,166,32,34,signalAhead
0.250000,videoplayback_001_2.webm,32,207,167,31,32,signalAhead
0.250000,videoplayback_001_2.webm,33,204,164,31,34,signalAhead
0.250000,videoplayback_001_2.webm,34,201,161,33,37,pedestrianCrossing
0.250000,videoplayback_001_2.webm,35,197,160,35,35,pedestrianCrossing
0.250000,videoplayback_001_2.webm,36,193,158,35,36,pedestrianCrossing
0.250000,videoplayback_001_2.webm,37,191,157,36,37,pedestrianCrossing
0.250000,videoplayback_001_2.webm,38,188,154,38,39,pedestrianCrossing
0.250000,videoplayback_001_2.webm,39,184,153,38,39,pedestrianCrossing
0.250000,videoplayback_001_2.webm,40,183,153,37,35,pedestrianCrossing
0.250000,videoplayback_001_2.webm,41,178,152,37,34,pedestrianCrossing
0.250000,videoplayback_001_2.webm,42,171,151,38,33,pedestrianCrossing
0.250000,videoplayback_001_2.webm,43,164,147,40,37,pedestrianCrossing
0.250000,videoplayback_001_2.webm,44,155,146,48,38,pedestrianCrossing
0.250000,videoplayback_001_2.webm,45,148,146,42,36,pedestrianCrossing
0.250000,videoplayback_001_2.webm,46,139,143,48,39,pedestrianCrossing
0.250000,videoplayback_001_2.webm,47,131,142,49,39,pedestrianCrossing
0.250000,videoplayback_001_2.webm,48,121,135,48,42,pedestrianCrossing
0.250000,videoplayback_001_2.webm,49,113,129,50,46,pedestrianCrossing
0.250000,videoplayback_001_2.webm,50,94,121,66,58,pedestrianCrossing
0.250000,videoplayback_001_2.webm,51,77,112,74,67,pedestrianCrossing
0.250000,videoplayback_001_2.webm,52,62,104,84,74,pedestrianCrossing
0.250000,videoplayback_001_2.webm,53,45,98,76,74,pedestrianCrossing
0.250000,videoplayback_001_2.webm,54,22,89,82,77,pedestrianCrossing
0.250000,videoplayback_001_2.webm,55,1,78,81,87,pedestrianCrossing
0.250000,videoplayback_001_2.webm,56,0,72,50,84,pedestrianCrossing
0.250000,videoplayback_001_2.webm,57,-1,71,19,74,rampSpeedAdvisory50
0.250000,videoplayback_002_1.webm,1,182,197,26,37,turnRight
0.250000,videoplayback_002_1.webm,2,170,186,34,40,turnRight
0.250000,videoplayback_002_1.webm,3,164,181,41,46,turnRight
0.250000,videoplayback_002_1.webm,4,160,178,40,46,turnRight
0.250000,videoplayback_002_1.webm,5,150,173,40,45,turnRight
0.250000,videoplayback_002_1.webm,6,143,167,41,46,turnRight
0.250000,videoplayback_002_1.webm,6,261,250,16,18,merge
0.250000,videoplayback_002_1.webm,7,134,160,44,50,turnRight
0.250000,videoplayback_002_1.webm,7,261,251,17,19,merge
0.250000,videoplayback_002_1.webm,8,118,150,52,55,turnRight
0.250000,videoplayback_002_1.webm,8,259,250,18,20,merge
0.250000,videoplayback_002_1.webm,9,103,140,56,58,turnRight
0.250000,videoplayback_002_1.webm,9,254,248,16,18,slow
0.250000,videoplayback_002_1.webm,9,257,248,20,22,merge
0.250000,videoplayback_002_1.webm,10,86,128,62,64,turnRight
0.250000,videoplayback_002_1.webm,10,255,244,17,22,addedLane
0.250000,videoplayback_002_1.webm,10,258,246,20,25,merge
0.250000,videoplayback_002_1.webm,11,50,104,88,89,turnRight
0.250000,videoplayback_002_1.webm,11,255,244,14,24,slow
0.250000,videoplayback_002_1.webm,11,258,246,20,27,merge
0.250000,videoplayback_002_1.webm,12,31,92,64,72,turnRight
0.250000,videoplayback_002_1.webm,12,10,78,108,107,turnRight
0.250000,videoplayback_002_1.webm,12,253,246,19,25,addedLane
0.250000,videoplayback_002_1.webm,13,15,73,60,72,slow
0.250000,videoplayback_002_1.webm,13,-4,51,101,119,turnRight
0.250000,videoplayback_002_1.webm,13,253,245,18,23,dip
0.250000,videoplayback_002_1.webm,14,3,51,56,95,signalAhead
0.250000,videoplayback_002_1.webm,14,253,244,20,25,addedLane
0.250000,videoplayback_002_1.webm,15,253,244,23,25,merge
0.250000,videoplayback_002_1.webm,16,255,245,20,23,merge
0.250000,videoplayback_002_1.webm,17,256,244,20,25,merge
0.250000,videoplayback_002_1.webm,18,254,244,15,19,slow
0.250000,videoplayback_002_1.webm,18,256,243,19,25,merge
0.250000,videoplayback_002_1.webm,19,253,242,15,21,slow
0.250000,videoplayback_002_1.webm,19,256,242,18,26,merge
0.250000,videoplayback_002_1.webm,19,521,288,10,13,pedestrianCrossing
0.250000,videoplayback_002_1.webm,19,523,285,16,20,addedLane
0.250000,videoplayback_002_1.webm,20,255,242,19,25,merge
0.250000,videoplayback_002_1.webm,20,534,291,11,13,pedestrianCrossing
0.250000,videoplayback_002_1.webm,20,538,288,16,19,pedestrianCrossing
0.250000,videoplayback_002_1.webm,21,254,241,22,28,merge
0.250000,videoplayback_002_1.webm,21,549,293,14,15,pedestrianCrossing
0.250000,videoplayback_002_1.webm,21,552,291,19,20,pedestrianCrossing
0.250000,videoplayback_002_1.webm,22,253,239,24,31,merge
0.250000,videoplayback_002_1.webm,22,569,295,17,18,pedestrianCrossing
0.250000,videoplayback_002_1.webm,22,572,293,21,23,pedestrianCrossing
0.250000,videoplayback_002_1.webm,23,254,239,22,31,merge
0.250000,videoplayback_002_1.webm,23,593,297,19,21,pedestrianCrossing
0.250000,videoplayback_002_1.webm,24,253,239,22,28,merge
0.250000,videoplayback_002_1.webm,24,622,298,23,24,pedestrianCrossing
0.250000,videoplayback_002_1.webm,24,616,299,20,20,pedestrianCrossing
0.250000,videoplayback_002_1.webm,25,250,240,17,25,slow
0.250000,videoplayback_002_1.webm,25,252,239,25,29,merge
0.250000,videoplayback_002_1.webm,25,646,300,29,29,pedestrianCrossing
0.250000,videoplayback_002_1.webm,25,641,299,24,26,pedestrianCrossing
0.250000,videoplayback_002_1.webm,26,249,240,18,24,slow
0.250000,videoplayback_002_1.webm,26,251,239,27,28,merge
0.250000,videoplayback_002_1.webm,26,672,304,25,30,pedestrianCrossing
0.250000,videoplayback_002_1.webm,27,248,238,31,29,merge
0.250000,videoplayback_002_1.webm,27,686,310,19,26,pedestrianCrossing
0.250000,videoplayback_002_1.webm,28,246,237,27,29,addedLane
0.250000,videoplayback_002_1.webm,29,247,236,26,29,merge
0.250000,videoplayback_002_1.webm,30,245,236,27,30,dip
0.250000,videoplayback_002_1.webm,31,244,235,29,29,addedLane
0.250000,videoplayback_002_1.webm,32,244,233,28,31,merge
0.250000,videoplayback_002_1.webm,33,242,232,29,31,addedLane
0.250000,videoplayback_002_1.webm,34,239,232,33,30,addedLane
0.250000,videoplayback_002_1.webm,35,239,230,32,32,signalAhead
0.250000,videoplayback_002_1.webm,36,237,229,33,32,addedLane
0.250000,videoplayback_002_1.webm,37,236,229,34,32,addedLane
0.250000,videoplayback_002_1.webm,38,237,229,31,32,merge
0.250000,videoplayback_002_1.webm,39,237,229,32,31,merge
0.250000,videoplayback_002_1.webm,40,238,229,31,31,merge
0.250000,videoplayback_002_1.webm,41,238,228,31,30,merge
0.250000,videoplayback_002_1.webm,42,239,228,29,29,merge
0.250000,videoplayback_002_1.webm,43,239,228,30,30,merge
0.250000,videoplayback_002_1.webm,44,238,228,30,29,merge
0.250000,videoplayback_002_1.webm,45,238,227,29,30,merge
0.250000,videoplayback_002_1.webm,46,238,227,28,28,signalAhead
0.250000,videoplayback_002_1.webm,47,235,228,29,26,merge
0.250000,videoplayback_002_1.webm,48,233,226,29,27,merge
0.250000,videoplayback_002_1.webm,49,226,225,23,26,rampSpeedAdvisory45
0.250000,videoplayback_002_1.webm,50,225,225,21,25,rampSpeedAdvisory45
0.250000,videoplayback_002_1.webm,50,230,223,27,28,merge
0.250000,videoplayback_002_1.webm,51,222,226,22,25,rampSpeedAdvisory45
0.250000,videoplayback_002_1.webm,51,230,224,27,27,signalAhead
0.250000,videoplayback_002_1.webm,52,219,225,23,26,schoolSpeedLimit25
0.250000,videoplayback_002_1.webm,52,228,223,29,28,signalAhead
0.250000,videoplayback_002_1.webm,53,216,222,25,28,schoolSpeedLimit25
0.250000,videoplayback_002_1.webm,53,226,221,31,29,signalAhead
0.250000,videoplayback_002_1.webm,54,214,219,26,30,schoolSpeedLimit25
0.250000,videoplayback_002_1.webm,54,227,218,32,31,signalAhead
0.250000,videoplayback_002_1.webm,55,212,217,28,33,merge
0.250000,videoplayback_002_1.webm,55,227,216,34,32,signalAhead
0.250000,videoplayback_002_1.webm,56,211,216,27,32,merge
0.250000,videoplayback_002_1.webm,56,227,215,33,32,signalAhead
0.250000,videoplayback_002_1.webm,57,209,215,28,33,yield
0.250000,videoplayback_002_1.webm,57,229,215,33,32,signalAhead
0.250000,videoplayback_002_1.webm,58,244,223,26,27,intersection
0.250000,videoplayback_002_1.webm,59,180,198,28,42,pedestrianCrossing
0.250000,videoplayback_002_1.webm,59,259,233,19,21,school
0.250000,videoplayback_002_1.webm,60,177,182,32,58,pedestrianCrossing
0.250000,videoplayback_002_1.webm,60,262,234,19,22,slow
0.250000,videoplayback_002_1.webm,61,165,180,39,49,turnRight
0.250000,videoplayback_002_1.webm,61,266,237,18,21,school
0.250000,videoplayback_002_1.webm,62,161,177,40,50,turnRight
0.250000,videoplayback_002_1.webm,62,266,239,18,21,signalAhead
0.250000,videoplayback_002_1.webm,63,152,175,39,49,turnRight
0.250000,videoplayback_002_1.webm,63,267,241,18,22,signalAhead
0.250000,videoplayback_002_1.webm,64,146,170,39,51,turnRight
0.250000,videoplayback_002_1.webm,64,267,240,18,24,signalAhead
0.250000,videoplayback_002_1.webm,65,137,166,41,49,turnRight
0.250000,videoplayback_002_1.webm,65,259,243,15,19,turnRight
0.250000,videoplayback_002_1.webm,65,265,241,18,23,signalAhead
0.250000,videoplayback_002_1.webm,66,118,161,49,56,pedestrianCrossing
0.250000,videoplayback_002_1.webm,66,258,240,16,20,turnRight
0.250000,videoplayback_002_1.webm,66,261,237,20,25,signalAhead
0.250000,videoplayback_002_1.webm,67,106,155,53,61,pedestrianCrossing
0.250000,videoplayback_002_1.webm,67,260,234,19,26,signalAhead
0.250000,videoplayback_002_1.webm,68,85,133,73,86,pedestrianCrossing
0.250000,videoplayback_002_1.webm,68,258,232,21,27,signalAhead
0.250000,videoplayback_002_1.webm,69,67,125,79,92,pedestrianCrossing
0.250000,videoplayback_002_1.webm,69,256,229,21,29,signalAhead
0.250000,videoplayback_002_1.webm,70,47,116,84,98,slow
0.250000,videoplayback_002_1.webm,70,250,229,16,29,turnRight
0.250000,videoplayback_002_1.webm,70,252,227,23,35,turnLeft
0.250000,videoplayback_002_1.webm,71,38,92,58,74,signalAhead
0.250000,videoplayback_002_1.webm,71,19,80,98,108,merge
0.250000,videoplayback_002_1.webm,71,33,114,76,103,rampSpeedAdvisory50
0.250000,videoplayback_002_1.webm,71,249,227,26,37,stopAhead
0.250000,videoplayback_002_1.webm,72,16,77,69,80,turnRight
0.250000,videoplayback_002_1.webm,72,-2,59,108,127,signalAhead
0.250000,videoplayback_002_1.webm,72,245,228,29,34,turnRight
0.250000,videoplayback_002_1.webm,73,9,68,45,62,addedLane
0.250000,videoplayback_002_1.webm,73,-5,48,71,110,signalAhead
0.250000,videoplayback_002_1.webm,73,241,226,29,32,turnRight
0.250000,videoplayback_002_1.webm,74,238,223,31,36,turnRight
0.250000,videoplayback_002_1.webm,75,235,219,33,38,turnRight
0.250000,videoplayback_002_1.webm,76,230,218,38,38,turnRight
0.250000,videoplayback_002_1.webm,77,229,214,37,43,turnRight
0.250000,videoplayback_002_1.webm,78,226,212,38,45,turnLeft
0.250000,videoplayback_002_1.webm,79,224,210,38,45,turnLeft
0.250000,videoplayback_002_1.webm,80,222,209,32,42,turnRight
0.250000,videoplayback_002_1.webm,81,220,207,31,43,turnRight
0.250000,videoplayback_002_1.webm,82,216,202,32,44,pedestrianCrossing
0.250000,videoplayback_002_1.webm,83,207,199,35,45,turnRight
0.250000,videoplayback_002_1.webm,84,204,196,34,44,turnRight
0.250000,videoplayback_002_1.webm,85,199,192,36,47,turnRight
0.250000,videoplayback_002_1.webm,86,193,185,39,52,turnRight
0.250000,videoplayback_002_1.webm,87,180,179,48,54,turnRight
0.250000,videoplayback_002_1.webm,88,169,174,46,54,turnRight
0.250000,videoplayback_002_2.webm,7,478,271,18,24,speedLimit35
0.250000,videoplayback_002_2.webm,24,279,221,15,29,schoolSpeedLimit25
0.250000,videoplayback_002_2.webm,28,268,217,15,29,rightLaneMustTurn
0.250000,videoplayback_002_2.webm,29,265,215,14,29,stop
0.250000,videoplayback_002_2.webm,30,256,212,14,25,rightLaneMustTurn
0.250000,videoplayback_002_2.webm,30,258,208,17,33,rightLaneMustTurn
0.250000,videoplayback_002_2.webm,31,252,204,20,32,stop
0.250000,videoplayback_002_2.webm,32,243,204,23,33,rightLaneMustTurn
0.250000,videoplayback_002_2.webm,33,234,198,25,36,rightLaneMustTurn
0.250000,videoplayback_002_2.webm,34,226,191,28,39,rightLaneMustTurn
0.250000,videoplayback_002_2.webm,35,218,187,31,39,stop
0.250000,videoplayback_002_2.webm,36,208,181,29,42,stop
0.250000,videoplayback_002_2.webm,37,198,174,33,44,stop
0.250000,videoplayback_002_2.webm,38,184,166,37,48,stop
0.250000,videoplayback_002_2.webm,39,169,158,33,45,stop
0.250000,videoplayback_002_2.webm,40,154,148,34,50,noRightTurn
0.250000,videoplayback_002_2.webm,41,135,133,39,57,rightLaneMustTurn
0.250000,videoplayback_002_2.webm,42,110,117,43,61,stop
0.250000,videoplayback_002_2.webm,43,83,106,38,42,noRightTurn
0.250000,videoplayback_002_2.webm,43,73,101,55,59,stop
0.250000,videoplayback_002_2.webm,44,42,78,48,62,noLeftTurn
0.250000,videoplayback_002_2.webm,44,31,64,71,93,stop
0.250000,videoplayback_002_2.webm,45,11,56,30,51,speedLimitUrdbl
0.250000,videoplayback_002_2.webm,45,2,34,40,94,keepRight
0.250000,videoplayback_002_2.webm,65,330,252,15,24,signalAhead
0.250000,videoplayback_002_2.webm,66,330,253,14,21,signalAhead
0.250000,videoplayback_002_2.webm,67,329,252,15,21,signalAhead
0.250000,videoplayback_002_2.webm,68,329,252,15,20,signalAhead
0.250000,videoplayback_002_2.webm,69,327,251,16,22,signalAhead
0.250000,videoplayback_002_2.webm,70,326,249,17,26,signalAhead
0.250000,videoplayback_002_2.webm,71,326,246,18,30,signalAhead
0.250000,videoplayback_002_2.webm,72,324,246,20,28,signalAhead
0.250000,videoplayback_002_2.webm,73,322,246,22,30,signalAhead
0.250000,videoplayback_002_2.webm,74,321,243,23,35,signalAhead
0.250000,videoplayback_002_2.webm,75,319,245,25,30,signalAhead
0.250000,videoplayback_002_2.webm,76,318,245,25,29,signalAhead
0.250000,videoplayback_002_2.webm,77,316,244,26,30,signalAhead
