thresh,video,frame,x,y,w,h,class
0.200000,videoplayback_001_2.webm,47,131,142,49,39,pedestrianCrossing
0.200000,videoplayback_001_2.webm,48,121,135,48,42,pedestrianCrossing
0.200000,videoplayback_001_2.webm,49,113,129,50,46,pedestrianCrossing
0.200000,videoplayback_001_2.webm,50,94,121,66,58,pedestrianCrossing
0.200000,videoplayback_001_2.webm,51,77,112,74,67,pedestrianCrossing
0.200000,videoplayback_001_2.webm,52,62,104,84,74,pedestrianCrossing
0.200000,videoplayback_001_2.webm,53,45,98,76,74,pedestrianCrossing
0.200000,videoplayback_001_2.webm,54,22,89,82,77,pedestrianCrossing
0.200000,videoplayback_001_2.webm,55,1,78,81,87,pedestrianCrossing
0.200000,videoplayback_001_2.webm,56,0,72,50,84,pedestrianCrossing
0.200000,videoplayback_001_2.webm,57,-1,71,19,74,rampSpeedAdvisory50
0.200000,videoplayback_001_2.webm,58,171,165,13,17,speedLimit40
0.200000,videoplayback_001_2.webm,60,124,146,20,27,school
0.200000,videoplayback_001_2.webm,60,137,154,13,16,school
0.200000,videoplayback_002_1.webm,1,182,197,26,37,turnRight
0.200000,videoplayback_002_1.webm,2,170,186,34,40,turnRight
0.200000,videoplayback_002_1.webm,2,252,234,17,17,pedestrianCrossing
0.200000,videoplayback_002_1.webm,3,164,181,41,46,turnRight
0.200000,videoplayback_002_1.webm,3,257,240,18,17,merge
0.200000,videoplayback_002_1.webm,4,160,178,40,46,turnRight
0.200000,videoplayback_002_1.webm,4,259,244,18,18,signalAhead
0.200000,videoplayback_002_1.webm,5,150,173,40,45,turnRight
0.200000,videoplayback_002_1.webm,5,261,248,17,18,merge
0.200000,videoplayback_002_1.webm,6,143,167,41,46,turnRight
0.200000,videoplayback_002_1.webm,6,261,250,16,18,merge
0.200000,videoplayback_002_1.webm,7,134,160,44,50,turnRight
0.200000,videoplayback_002_1.webm,7,261,251,17,19,merge
0.200000,videoplayback_002_1.webm,8,118,150,52,55,turnRight
0.200000,videoplayback_002_1.webm,8,253,251,15,17,addedLane
0.200000,videoplayback_002_1.webm,8,259,250,18,20,merge
0.200000,videoplayback_002_1.webm,9,103,140,56,58,turnRight
0.200000,videoplayback_002_1.webm,9,254,248,16,18,slow
0.200000,videoplayback_002_1.webm,9,257,248,20,22,merge
0.200000,videoplayback_002_1.webm,10,86,128,62,64,turnRight
0.200000,videoplayback_002_1.webm,10,255,244,17,22,addedLane
0.200000,videoplayback_002_1.webm,10,258,246,20,25,merge
0.200000,videoplayback_002_1.webm,11,50,104,88,89,turnRight
0.200000,videoplayback_002_1.webm,11,255,244,14,24,slow
0.200000,videoplayback_002_1.webm,11,258,246,20,27,merge
0.200000,videoplayback_002_1.webm,12,31,92,64,72,turnRight
0.200000,videoplayback_002_1.webm,12,10,78,108,107,turnRight
0.200000,videoplayback_002_1.webm,12,253,246,19,25,addedLane
0.200000,videoplayback_002_1.webm,13,15,73,60,72,slow
0.200000,videoplayback_002_1.webm,13,-4,51,101,119,turnRight
0.200000,videoplayback_002_1.webm,13,253,245,18,23,dip
0.200000,videoplayback_002_1.webm,14,20,73,31,46,addedLane
0.200000,videoplayback_002_1.webm,14,3,51,56,95,signalAhead
0.200000,videoplayback_002_1.webm,14,253,244,20,25,addedLane
0.200000,videoplayback_002_1.webm,15,3,30,22,50,speedLimit50
0.200000,videoplayback_002_1.webm,15,253,244,23,25,merge
0.200000,videoplayback_002_1.webm,16,255,245,20,23,merge
0.200000,videoplayback_002_1.webm,17,256,244,20,25,merge
0.200000,videoplayback_002_1.webm,18,254,244,15,19,slow
0.200000,videoplayback_002_1.webm,18,256,243,19,25,merge
0.200000,videoplayback_002_1.webm,19,253,242,15,21,slow
0.200000,videoplayback_002_1.webm,19,256,242,18,26,merge
0.200000,videoplayback_002_1.webm,19,521,288,10,13,pedestrianCrossing
0.200000,videoplayback_002_1.webm,19,523,285,16,20,addedLane
0.200000,videoplayback_002_1.webm,20,255,242,19,25,merge
0.200000,videoplayback_002_1.webm,20,534,291,11,13,pedestrianCrossing
0.200000,videoplayback_002_1.webm,20,538,288,16,19,pedestrianCrossing
0.200000,videoplayback_002_1.webm,21,254,241,22,28,merge
0.200000,videoplayback_002_1.webm,21,549,293,14,15,pedestrianCrossing
0.200000,videoplayback_002_1.webm,21,552,291,19,20,pedestrianCrossing
0.200000,videoplayback_002_1.webm,22,253,239,24,31,merge
0.200000,videoplayback_002_1.webm,22,569,295,17,18,pedestrianCrossing
0.200000,videoplayback_002_1.webm,22,572,293,21,23,pedestrianCrossing
0.200000,videoplayback_002_1.webm,23,254,239,22,31,merge
0.200000,videoplayback_002_1.webm,23,593,297,19,21,pedestrianCrossing
0.200000,videoplayback_002_1.webm,24,253,239,22,28,merge
0.200000,videoplayback_002_1.webm,24,622,298,23,24,pedestrianCrossing
0.200000,videoplayback_002_1.webm,24,616,299,20,20,pedestrianCrossing
0.200000,videoplayback_002_1.webm,25,250,240,17,25,slow
0.200000,videoplayback_002_1.webm,25,252,239,25,29,merge
0.200000,videoplayback_002_1.webm,25,646,300,29,29,pedestrianCrossing
0.200000,videoplayback_002_1.webm,25,641,299,24,26,pedestrianCrossing
0.200000,videoplayback_002_1.webm,26,249,240,18,24,slow
0.200000,videoplayback_002_1.webm,26,251,239,27,28,merge
0.200000,videoplayback_002_1.webm,26,672,304,25,30,pedestrianCrossing
0.200000,videoplayback_002_1.webm,26,662,303,23,28,pedestrianCrossing
0.200000,videoplayback_002_1.webm,27,248,238,31,29,merge
0.200000,videoplayback_002_1.webm,27,686,310,19,26,pedestrianCrossing
0.200000,videoplayback_002_1.webm,28,246,237,27,29,addedLane
0.200000,videoplayback_002_1.webm,29,247,236,26,29,merge
0.200000,videoplayback_002_1.webm,30,245,236,27,30,dip
0.200000,videoplayback_002_1.webm,31,244,235,29,29,addedLane
0.200000,videoplayback_002_1.webm,32,244,233,28,31,merge
0.200000,videoplayback_002_1.webm,33,242,232,29,31,addedLane
0.200000,videoplayback_002_1.webm,34,239,232,33,30,addedLane
0.200000,videoplayback_002_1.webm,35,239,230,32,32,signalAhead
0.200000,videoplayback_002_1.webm,36,237,229,33,32,addedLane
0.200000,videoplayback_002_1.webm,37,236,229,34,32,addedLane
0.200000,videoplayback_002_1.webm,38,237,229,31,32,merge
0.200000,videoplayback_002_1.webm,39,237,229,32,31,merge
0.200000,videoplayback_002_1.webm,40,238,229,31,31,merge
0.200000,videoplayback_002_1.webm,41,238,228,31,30,merge
0.200000,videoplayback_002_1.webm,42,239,228,29,29,merge
0.200000,videoplayback_002_1.webm,43,239,228,30,30,merge
0.200000,videoplayback_002_1.webm,44,238,228,30,29,merge
0.200000,videoplayback_002_1.webm,45,238,227,29,30,merge
0.200000,videoplayback_002_1.webm,46,238,227,28,28,signalAhead
0.200000,videoplayback_002_1.webm,47,235,228,29,26,merge
0.200000,videoplayback_002_1.webm,48,233,226,29,27,merge
0.200000,videoplayback_002_1.webm,49,226,225,23,26,rampSpeedAdvisory45
0.200000,videoplayback_002_1.webm,50,225,225,21,25,rampSpeedAdvisory45
0.200000,videoplayback_002_1.webm,50,230,223,27,28,merge
0.200000,videoplayback_002_1.webm,51,222,226,22,25,rampSpeedAdvisory45
0.200000,videoplayback_002_1.webm,51,230,224,27,27,signalAhead
0.200000,videoplayback_002_1.webm,52,219,225,23,26,schoolSpeedLimit25
0.200000,videoplayback_002_1.webm,52,228,223,29,28,signalAhead
0.200000,videoplayback_002_1.webm,53,216,222,25,28,schoolSpeedLimit25
0.200000,videoplayback_002_1.webm,53,226,221,31,29,signalAhead
0.200000,videoplayback_002_1.webm,54,214,219,26,30,schoolSpeedLimit25
0.200000,videoplayback_002_1.webm,54,227,218,32,31,signalAhead
0.200000,videoplayback_002_1.webm,55,212,217,28,33,merge
0.200000,videoplayback_002_1.webm,55,227,216,34,32,signalAhead
0.200000,videoplayback_002_1.webm,56,211,216,27,32,merge
0.200000,videoplayback_002_1.webm,56,227,215,33,32,signalAhead
0.200000,videoplayback_002_1.webm,57,209,215,28,33,yield
0.200000,videoplayback_002_1.webm,57,229,215,33,32,signalAhead
0.200000,videoplayback_002_1.webm,58,184,203,26,36,pedestrianCrossing
0.200000,videoplayback_002_1.webm,58,244,223,26,27,intersection
0.200000,videoplayback_002_1.webm,59,180,198,28,42,pedestrianCrossing
0.200000,videoplayback_002_1.webm,59,259,233,19,21,school
0.200000,videoplayback_002_1.webm,60,177,182,32,58,pedestrianCrossing
0.200000,videoplayback_002_1.webm,60,262,234,19,22,slow
0.200000,videoplayback_002_1.webm,61,165,180,39,49,turnRight
0.200000,videoplayback_002_1.webm,61,266,237,18,21,school
0.200000,videoplayback_002_1.webm,62,161,177,40,50,turnRight
0.200000,videoplayback_002_1.webm,62,266,239,18,21,signalAhead
0.200000,videoplayback_002_1.webm,63,152,175,39,49,turnRight
0.200000,videoplayback_002_1.webm,63,267,241,18,22,signalAhead
0.200000,videoplayback_002_1.webm,64,146,170,39,51,turnRight
0.200000,videoplayback_002_1.webm,64,257,241,14,21,pedestrianCrossing
0.200000,videoplayback_002_1.webm,64,267,240,18,24,signalAhead
0.200000,videoplayback_002_1.webm,65,137,166,41,49,turnRight
0.200000,videoplayback_002_1.webm,65,259,243,15,19,turnRight
0.200000,videoplayback_002_1.webm,65,265,241,18,23,signalAhead
0.200000,videoplayback_002_1.webm,66,118,161,49,56,pedestrianCrossing
0.200000,videoplayback_002_1.webm,66,258,240,16,20,turnRight
0.200000,videoplayback_002_1.webm,66,261,237,20,25,signalAhead
0.200000,videoplayback_002_1.webm,67,106,155,53,61,pedestrianCrossing
0.200000,videoplayback_002_1.webm,67,260,234,19,26,signalAhead
0.200000,videoplayback_002_1.webm,68,85,133,73,86,pedestrianCrossing
0.200000,videoplayback_002_1.webm,68,258,232,21,27,signalAhead
0.200000,videoplayback_002_1.webm,69,67,125,79,92,pedestrianCrossing
0.200000,videoplayback_002_1.webm,69,256,229,21,29,signalAhead
0.200000,videoplayback_002_1.webm,70,47,116,84,98,slow
0.200000,videoplayback_002_1.webm,70,250,229,16,29,turnRight
0.200000,videoplayback_002_1.webm,70,252,227,23,35,turnLeft
0.200000,videoplayback_002_1.webm,71,38,92,58,74,signalAhead
0.200000,videoplayback_002_1.webm,71,19,80,98,108,merge
0.200000,videoplayback_002_1.webm,71,33,114,76,103,rampSpeedAdvisory50
0.200000,videoplayback_002_1.webm,71,249,227,26,37,stopAhead
0.200000,videoplayback_002_1.webm,72,16,77,69,80,turnRight
0.200000,videoplayback_002_1.webm,72,-2,59,108,127,signalAhead
0.200000,videoplayback_002_1.webm,72,245,228,29,34,turnRight
0.200000,videoplayback_002_1.webm,73,9,68,45,62,addedLane
0.200000,videoplayback_002_1.webm,73,-5,48,71,110,signalAhead
0.200000,videoplayback_002_1.webm,73,241,226,29,32,turnRight
0.200000,videoplayback_002_1.webm,74,-6,44,48,100,signalAhead
0.200000,videoplayback_002_1.webm,74,238,223,31,36,turnRight
0.200000,videoplayback_002_1.webm,75,235,219,33,38,turnRight
0.200000,videoplayback_002_1.webm,76,230,218,38,38,turnRight
0.200000,videoplayback_002_1.webm,77,229,214,37,43,turnRight
0.200000,videoplayback_002_1.webm,78,226,212,38,45,turnLeft
0.200000,videoplayback_002_1.webm,79,224,210,38,45,turnLeft
0.200000,videoplayback_002_1.webm,80,222,209,32,42,turnRight
0.200000,videoplayback_002_1.webm,81,220,207,31,43,turnRight
0.200000,videoplayback_002_1.webm,82,216,202,32,44,pedestrianCrossing
0.200000,videoplayback_002_1.webm,83,207,199,35,45,turnRight
0.200000,videoplayback_002_1.webm,84,204,196,34,44,turnRight
0.200000,videoplayback_002_1.webm,85,199,192,36,47,turnRight
0.200000,videoplayback_002_1.webm,86,193,185,39,52,turnRight
0.200000,videoplayback_002_1.webm,87,180,179,48,54,turnRight
0.200000,videoplayback_002_1.webm,88,169,174,46,54,turnRight
0.200000,videoplayback_002_2.webm,7,478,271,18,24,speedLimit35
0.200000,videoplayback_002_2.webm,23,280,223,14,30,speedLimit50
0.200000,videoplayback_002_2.webm,24,279,221,15,29,schoolSpeedLimit25
0.200000,videoplayback_002_2.webm,26,275,220,13,28,rightLaneMustTurn
0.200000,videoplayback_002_2.webm,27,269,219,14,27,rightLaneMustTurn
0.200000,videoplayback_002_2.webm,28,259,217,13,24,keepRight
0.200000,videoplayback_002_2.webm,28,268,217,15,29,rightLaneMustTurn
0.200000,videoplayback_002_2.webm,29,265,215,14,29,stop
0.200000,videoplayback_002_2.webm,30,256,212,14,25,rightLaneMustTurn
0.200000,videoplayback_002_2.webm,30,258,208,17,33,rightLaneMustTurn
0.200000,videoplayback_002_2.webm,31,252,204,20,32,stop
0.200000,videoplayback_002_2.webm,32,243,204,23,33,rightLaneMustTurn
0.200000,videoplayback_002_2.webm,33,234,198,25,36,rightLaneMustTurn
0.200000,videoplayback_002_2.webm,34,226,191,28,39,rightLaneMustTurn
0.200000,videoplayback_002_2.webm,35,218,187,31,39,stop
0.200000,videoplayback_002_2.webm,36,208,181,29,42,stop
0.200000,videoplayback_002_2.webm,37,198,174,33,44,stop
0.200000,videoplayback_002_2.webm,38,184,166,37,48,stop
0.200000,videoplayback_002_2.webm,39,169,158,33,45,stop
0.200000,videoplayback_002_2.webm,40,154,148,34,50,noRightTurn
0.200000,videoplayback_002_2.webm,41,135,133,39,57,rightLaneMustTurn
0.200000,videoplayback_002_2.webm,42,110,117,43,61,stop
0.200000,videoplayback_002_2.webm,43,83,106,38,42,noRightTurn
0.200000,videoplayback_002_2.webm,43,73,101,55,59,stop
0.200000,videoplayback_002_2.webm,44,42,78,48,62,noLeftTurn
0.200000,videoplayback_002_2.webm,44,31,64,71,93,stop
0.200000,videoplayback_002_2.webm,45,11,56,30,51,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,45,2,34,40,94,keepRight
0.200000,videoplayback_002_2.webm,64,332,253,14,22,signalAhead
0.200000,videoplayback_002_2.webm,65,330,252,15,24,signalAhead
0.200000,videoplayback_002_2.webm,66,330,253,14,21,signalAhead
0.200000,videoplayback_002_2.webm,67,329,252,15,21,signalAhead
0.200000,videoplayback_002_2.webm,68,329,252,15,20,signalAhead
0.200000,videoplayback_002_2.webm,69,327,251,16,22,signalAhead
0.200000,videoplayback_002_2.webm,70,326,249,17,26,signalAhead
0.200000,videoplayback_002_2.webm,71,326,246,18,30,signalAhead
0.200000,videoplayback_002_2.webm,72,324,246,20,28,signalAhead
0.200000,videoplayback_002_2.webm,73,322,246,22,30,signalAhead
0.200000,videoplayback_002_2.webm,74,321,243,23,35,signalAhead
0.200000,videoplayback_002_2.webm,75,319,245,25,30,signalAhead
0.200000,videoplayback_002_2.webm,76,318,245,25,29,signalAhead
0.200000,videoplayback_002_2.webm,77,316,244,26,30,signalAhead
0.200000,videoplayback_002_2.webm,78,316,241,26,37,signalAhead
0.200000,videoplayback_002_2.webm,79,315,243,26,31,signalAhead
0.200000,videoplayback_002_2.webm,80,313,242,26,30,pedestrianCrossing
0.200000,videoplayback_002_2.webm,81,312,242,27,30,signalAhead
0.200000,videoplayback_002_2.webm,82,311,241,27,32,signalAhead
0.200000,videoplayback_002_2.webm,83,308,239,28,33,pedestrianCrossing
0.200000,videoplayback_002_2.webm,84,307,238,28,34,pedestrianCrossing
0.200000,videoplayback_002_2.webm,85,304,237,28,34,pedestrianCrossing
0.200000,videoplayback_002_2.webm,86,304,236,26,34,pedestrianCrossing
0.200000,videoplayback_002_2.webm,87,302,237,26,31,pedestrianCrossing
0.200000,videoplayback_002_2.webm,88,300,234,26,34,pedestrianCrossing
0.200000,videoplayback_002_2.webm,89,296,235,28,31,pedestrianCrossing
0.200000,videoplayback_002_2.webm,90,292,232,32,36,pedestrianCrossing
0.200000,videoplayback_002_2.webm,91,288,229,30,40,pedestrianCrossing
0.200000,videoplayback_002_2.webm,92,290,228,28,37,signalAhead
0.200000,videoplayback_002_2.webm,93,281,224,34,41,signalAhead
0.200000,videoplayback_002_2.webm,94,278,222,33,41,signalAhead
0.200000,videoplayback_002_2.webm,95,273,220,35,40,merge
0.200000,videoplayback_002_2.webm,96,269,218,34,41,merge
0.200000,videoplayback_002_2.webm,97,266,215,34,44,signalAhead
0.200000,videoplayback_002_2.webm,98,259,213,37,43,merge
0.200000,videoplayback_002_2.webm,99,251,206,41,52,merge
0.200000,videoplayback_002_2.webm,100,247,202,41,54,signalAhead
0.200000,videoplayback_002_2.webm,101,237,199,44,53,merge
0.200000,videoplayback_002_2.webm,102,224,191,50,63,merge
0.200000,videoplayback_002_2.webm,103,214,187,51,62,merge
0.200000,videoplayback_002_2.webm,104,202,180,54,65,merge
0.200000,videoplayback_002_2.webm,105,188,171,55,69,merge
0.200000,videoplayback_002_2.webm,106,172,163,57,71,merge
0.200000,videoplayback_002_2.webm,107,153,156,55,67,merge
0.200000,videoplayback_002_2.webm,108,126,138,64,78,merge
0.200000,videoplayback_002_2.webm,109,90,124,76,85,merge
0.200000,videoplayback_002_2.webm,110,38,91,104,112,merge
0.200000,videoplayback_002_2.webm,111,-10,57,107,126,signalAhead
0.200000,videoplayback_002_2.webm,112,3,66,33,59,signalAhead
0.200000,videoplayback_002_2.webm,112,-4,45,45,100,signalAhead
0.200000,videoplayback_002_2.webm,156,480,232,17,28,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,157,478,229,18,28,keepRight
0.200000,videoplayback_002_2.webm,163,475,226,17,29,speedLimit35
0.200000,videoplayback_002_2.webm,164,475,226,16,28,speedLimit35
0.200000,videoplayback_002_2.webm,165,474,224,16,29,keepRight
0.200000,videoplayback_002_2.webm,166,473,225,16,28,keepRight
0.200000,videoplayback_002_2.webm,167,473,225,16,26,keepRight
0.200000,videoplayback_002_2.webm,168,472,223,18,28,keepRight
0.200000,videoplayback_002_2.webm,169,471,224,14,20,keepRight
0.200000,videoplayback_002_2.webm,169,473,221,18,29,keepRight
0.200000,videoplayback_002_2.webm,170,471,223,14,20,speedLimit45
0.200000,videoplayback_002_2.webm,170,474,219,18,29,keepRight
0.200000,videoplayback_002_2.webm,171,471,223,13,20,signalAhead
0.200000,videoplayback_002_2.webm,171,475,219,17,29,keepRight
0.200000,videoplayback_002_2.webm,174,477,222,19,30,speedLimit35
0.200000,videoplayback_002_2.webm,176,479,231,18,29,signalAhead
0.200000,videoplayback_002_2.webm,182,188,234,15,20,zoneAhead45
0.200000,videoplayback_002_2.webm,184,167,227,15,22,speedLimit35
0.200000,videoplayback_002_2.webm,203,516,273,11,15,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,203,517,268,17,25,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,237,0,266,14,34,stop
0.200000,videoplayback_002_2.webm,293,686,158,19,55,signalAhead
0.200000,videoplayback_002_2.webm,333,215,242,17,16,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,333,219,239,19,19,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,334,211,240,15,17,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,335,201,236,17,19,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,336,192,233,19,20,speedLimit25
0.200000,videoplayback_002_2.webm,337,182,232,20,22,speedLimit25
0.200000,videoplayback_002_2.webm,338,170,228,22,24,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,339,157,226,22,25,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,340,143,222,26,27,speedLimit25
0.200000,videoplayback_002_2.webm,341,128,219,25,27,speedLimitUrdbl
0.200000,videoplayback_002_2.webm,342,110,218,23,26,speedLimit25
0.200000,videoplayback_002_2.webm,343,89,207,36,38,speedLimit25
0.200000,videoplayback_002_2.webm,344,68,206,32,36,speedLimit25
0.200000,videoplayback_002_2.webm,345,48,212,19,25,speedLimit25
0.200000,videoplayback_002_2.webm,345,45,208,30,33,speedLimit25
0.200000,videoplayback_002_2.webm,346,10,199,21,36,speedLimit25
0.250000,videoplayback_001_1.webm,1,100,154,26,29,doNotPass
0.250000,videoplayback_001_1.webm,1,632,215,18,22,speedLimitUrdbl
0.250000,videoplayback_001_1.webm,1,638,213,22,28,stop
0.250000,videoplayback_001_1.webm,2,72,149,37,31,stop
0.250000,videoplayback_001_1.webm,2,660,213,23,33,stop
0.250000,videoplayback_001_1.webm,3,56,148,32,29,doNotPass
0.250000,videoplayback_001_1.webm,3,680,208,17,34,yield
0.250000,videoplayback_001_1.webm,4,43,142,25,27,keepRight
0.250000,videoplayback_001_1.webm,5,4,123,19,47,zoneAhead45
0.250000,videoplayback_001_1.webm,16,350,163,15,18,signalAhead
0.250000,videoplayback_001_1.webm,16,357,164,16,19,signalAhead
0.250000,videoplayback_001_1.webm,17,350,164,16,18,signalAhead
0.250000,videoplayback_001_1.webm,17,356,164,18,19,signalAhead
0.250000,videoplayback_001_1.webm,18,349,163,17,20,signalAhead
0.250000,videoplayback_001_1.webm,18,355,163,19,21,signalAhead
0.250000,videoplayback_001_1.webm,19,350,163,17,20,signalAhead
0.250000,videoplayback_001_1.webm,19,356,163,19,21,signalAhead
0.250000,videoplayback_001_1.webm,20,354,163,17,20,signalAhead
0.250000,videoplayback_001_1.webm,20,359,163,20,21,speedLimitUrdbl
0.250000,videoplayback_001_1.webm,21,357,162,16,19,signalAhead
0.250000,videoplayback_001_1.webm,21,363,163,19,20,signalAhead
0.250000,videoplayback_001_1.webm,22,358,162,13,17,signalAhead
0.250000,videoplayback_001_1.webm,22,366,163,15,17,signalAhead
0.250000,videoplayback_001_1.webm,23,355,162,13,17,merge
0.250000,videoplayback_001_1.webm,23,361,164,15,17,signalAhead
0.250000,videoplayback_001_1.webm,24,354,163,14,18,merge
0.250000,videoplayback_001_1.webm,24,360,164,16,18,signalAhead
0.250000,videoplayback_001_1.webm,25,354,162,13,17,addedLane
0.250000,videoplayback_001_1.webm,25,360,164,14,17,signalAhead
0.250000,videoplayback_001_1.webm,26,174,137,12,16,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,26,356,160,12,18,pedestrianCrossing
0.250000,videoplayback_001_1.webm,26,364,162,13,17,signalAhead
0.250000,videoplayback_001_1.webm,27,357,159,13,19,pedestrianCrossing
0.250000,videoplayback_001_1.webm,27,364,162,14,17,signalAhead
0.250000,videoplayback_001_1.webm,28,359,160,12,18,merge
0.250000,videoplayback_001_1.webm,28,366,162,14,17,signalAhead
0.250000,videoplayback_001_1.webm,29,360,161,13,18,merge
0.250000,videoplayback_001_1.webm,29,367,163,15,17,signalAhead
0.250000,videoplayback_001_1.webm,30,358,160,12,19,signalAhead
0.250000,videoplayback_001_1.webm,30,364,162,14,18,signalAhead
0.250000,videoplayback_001_1.webm,31,358,160,13,18,signalAhead
0.250000,videoplayback_001_1.webm,31,362,162,15,18,signalAhead
0.250000,videoplayback_001_1.webm,32,358,160,12,19,signalAhead
0.250000,videoplayback_001_1.webm,32,363,162,15,19,signalAhead
0.250000,videoplayback_001_1.webm,33,135,119,15,18,pedestrianCrossing
0.250000,videoplayback_001_1.webm,33,135,116,22,28,signalAhead
0.250000,videoplayback_001_1.webm,33,358,159,12,19,signalAhead
0.250000,videoplayback_001_1.webm,33,364,161,14,19,signalAhead
0.250000,videoplayback_001_1.webm,34,131,116,20,26,signalAhead
0.250000,videoplayback_001_1.webm,34,358,160,11,18,signalAhead
0.250000,videoplayback_001_1.webm,34,364,161,14,18,addedLane
0.250000,videoplayback_001_1.webm,35,123,110,23,30,signalAhead
0.250000,videoplayback_001_1.webm,35,358,160,11,18,signalAhead
0.250000,videoplayback_001_1.webm,35,364,162,15,19,slow
0.250000,videoplayback_001_1.webm,36,118,108,21,29,signalAhead
0.250000,videoplayback_001_1.webm,36,357,161,9,17,school
0.250000,videoplayback_001_1.webm,36,363,162,14,18,slow
0.250000,videoplayback_001_1.webm,37,112,101,24,33,pedestrianCrossing
0.250000,videoplayback_001_1.webm,37,356,161,8,17,school
0.250000,videoplayback_001_1.webm,37,362,161,14,18,school
0.250000,videoplayback_001_1.webm,38,109,101,22,31,signalAhead
0.250000,videoplayback_001_1.webm,38,357,160,8,17,school
0.250000,videoplayback_001_1.webm,38,364,161,14,17,signalAhead
0.250000,videoplayback_001_1.webm,39,96,94,26,35,pedestrianCrossing
0.250000,videoplayback_001_1.webm,39,359,158,8,20,school
0.250000,videoplayback_001_1.webm,39,366,160,15,19,slow
0.250000,videoplayback_001_1.webm,40,80,91,32,32,pedestrianCrossing
0.250000,videoplayback_001_1.webm,40,360,158,12,20,school
0.250000,videoplayback_001_1.webm,40,369,160,15,19,slow
0.250000,videoplayback_001_1.webm,41,75,90,29,29,signalAhead
0.250000,videoplayback_001_1.webm,41,362,156,14,20,signalAhead
0.250000,videoplayback_001_1.webm,41,369,158,17,20,slow
0.250000,videoplayback_001_1.webm,42,363,157,13,20,school
0.250000,videoplayback_001_1.webm,42,370,158,17,19,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,42,519,157,10,17,pedestrianCrossing
0.250000,videoplayback_001_1.webm,42,524,159,14,15,pedestrianCrossing
0.250000,videoplayback_001_1.webm,43,362,156,14,20,school
0.250000,videoplayback_001_1.webm,43,370,157,18,20,slow
0.250000,videoplayback_001_1.webm,43,530,157,17,17,stopAhead
0.250000,videoplayback_001_1.webm,44,40,81,31,28,schoolSpeedLimit25
0.250000,videoplayback_001_1.webm,44,371,157,18,19,slow
0.250000,videoplayback_001_1.webm,44,537,157,18,18,schoolSpeedLimit25
0.250000,videoplayback_001_1.webm,45,366,156,15,19,school
0.250000,videoplayback_001_1.webm,45,372,157,17,18,school
0.250000,videoplayback_001_1.webm,45,549,153,12,18,signalAhead
0.250000,videoplayback_001_1.webm,45,555,157,14,13,signalAhead
0.250000,videoplayback_001_1.webm,46,369,156,15,19,school
0.250000,videoplayback_001_1.webm,46,374,156,19,17,addedLane
0.250000,videoplayback_001_1.webm,46,564,152,13,17,pedestrianCrossing
0.250000,videoplayback_001_1.webm,46,568,155,14,14,stopAhead
0.250000,videoplayback_001_1.webm,47,6,76,25,37,keepRight
0.250000,videoplayback_001_1.webm,47,375,156,17,17,school
0.250000,videoplayback_001_1.webm,48,372,157,14,18,school
0.250000,videoplayback_001_1.webm,48,378,157,17,16,school
0.250000,videoplayback_001_1.webm,49,370,156,14,19,schoolSpeedLimit25
0.250000,videoplayback_001_1.webm,49,377,155,17,18,school
0.250000,videoplayback_001_1.webm,49,618,148,14,15,pedestrianCrossing
0.250000,videoplayback_001_1.webm,50,370,155,17,19,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,50,378,154,20,20,school
0.250000,videoplayback_001_1.webm,50,635,152,18,17,schoolSpeedLimit25
0.250000,videoplayback_001_1.webm,51,369,154,18,21,rampSpeedAdvisory50
0.250000,videoplayback_001_1.webm,51,378,155,20,20,signalAhead
0.250000,videoplayback_001_1.webm,51,651,145,30,24,schoolSpeedLimit25
0.250000,videoplayback_001_1.webm,52,370,154,18,22,school
0.250000,videoplayback_001_1.webm,52,379,155,19,20,signalAhead
0.250000,videoplayback_001_1.webm,52,686,150,13,23,speedLimitUrdbl
0.250000,videoplayback_001_1.webm,53,373,153,19,23,schoolSpeedLimit25
0.250000,videoplayback_001_1.webm,53,381,154,19,22,signalAhead
0.250000,videoplayback_001_1.webm,54,374,152,17,25,schoolSpeedLimit25
0.250000,videoplayback_001_1.webm,54,382,152,18,24,signalAhead
0.250000,videoplayback_001_1.webm,55,375,153,17,24,schoolSpeedLimit25
0.250000,videoplayback_001_1.webm,55,384,152,17,23,signalAhead
0.250000,videoplayback_001_1.webm,56,376,153,17,23,schoolSpeedLimit25
0.250000,videoplayback_001_1.webm,56,385,152,18,23,signalAhead
0.250000,videoplayback_001_1.webm,57,377,152,17,23,school
0.250000,videoplayback_001_1.webm,57,386,151,18,22,signalAhead
