"","thresh","video","frame","x","y","w","h","class","overlap"
"628",0.2,"videoplayback_002_2.webm",85,304,237,28,34,"pedestrianCrossing",FALSE
"629",0.2,"videoplayback_002_2.webm",86,304,236,26,34,"pedestrianCrossing",FALSE
"630",0.2,"videoplayback_002_2.webm",87,302,237,26,31,"pedestrianCrossing",FALSE
"631",0.2,"videoplayback_002_2.webm",88,300,234,26,34,"pedestrianCrossing",FALSE
"632",0.2,"videoplayback_002_2.webm",89,296,235,28,31,"pedestrianCrossing",FALSE
"633",0.2,"videoplayback_002_2.webm",90,292,232,32,36,"pedestrianCrossing",FALSE
"634",0.2,"videoplayback_002_2.webm",91,288,229,30,40,"pedestrianCrossing",FALSE
"635",0.2,"videoplayback_002_2.webm",92,290,228,28,37,"signalAhead",FALSE
"636",0.2,"videoplayback_002_2.webm",93,281,224,34,41,"signalAhead",FALSE
"637",0.2,"videoplayback_002_2.webm",94,278,222,33,41,"signalAhead",FALSE
"638",0.2,"videoplayback_002_2.webm",95,273,220,35,40,"merge",FALSE
"639",0.2,"videoplayback_002_2.webm",96,269,218,34,41,"merge",FALSE
"640",0.2,"videoplayback_002_2.webm",97,266,215,34,44,"signalAhead",FALSE
"641",0.2,"videoplayback_002_2.webm",98,259,213,37,43,"merge",FALSE
"642",0.2,"videoplayback_002_2.webm",99,251,206,41,52,"merge",FALSE
"643",0.2,"videoplayback_002_2.webm",100,247,202,41,54,"signalAhead",FALSE
"644",0.2,"videoplayback_002_2.webm",101,237,199,44,53,"merge",FALSE
"645",0.2,"videoplayback_002_2.webm",102,224,191,50,63,"merge",FALSE
"646",0.2,"videoplayback_002_2.webm",103,214,187,51,62,"merge",FALSE
"647",0.2,"videoplayback_002_2.webm",104,202,180,54,65,"merge",FALSE
"648",0.2,"videoplayback_002_2.webm",105,188,171,55,69,"merge",FALSE
"649",0.2,"videoplayback_002_2.webm",106,172,163,57,71,"merge",FALSE
"650",0.2,"videoplayback_002_2.webm",107,153,156,55,67,"merge",FALSE
"651",0.2,"videoplayback_002_2.webm",108,126,138,64,78,"merge",FALSE
"652",0.2,"videoplayback_002_2.webm",109,90,124,76,85,"merge",FALSE
"653",0.2,"videoplayback_002_2.webm",110,38,91,104,112,"merge",FALSE
"654",0.2,"videoplayback_002_2.webm",111,-10,57,107,126,"signalAhead",FALSE
"655",0.2,"videoplayback_002_2.webm",112,3,66,33,59,"signalAhead",TRUE
"656",0.2,"videoplayback_002_2.webm",112,-4,45,45,100,"signalAhead",TRUE
"657",0.2,"videoplayback_002_2.webm",156,480,232,17,28,"speedLimitUrdbl",FALSE
"658",0.2,"videoplayback_002_2.webm",157,478,229,18,28,"keepRight",FALSE
"659",0.2,"videoplayback_002_2.webm",163,475,226,17,29,"speedLimit35",FALSE
"660",0.2,"videoplayback_002_2.webm",164,475,226,16,28,"speedLimit35",FALSE
"661",0.2,"videoplayback_002_2.webm",165,474,224,16,29,"keepRight",FALSE
"662",0.2,"videoplayback_002_2.webm",166,473,225,16,28,"keepRight",FALSE
"663",0.2,"videoplayback_002_2.webm",167,473,225,16,26,"keepRight",FALSE
"664",0.2,"videoplayback_002_2.webm",168,472,223,18,28,"keepRight",FALSE
"665",0.2,"videoplayback_002_2.webm",169,471,224,14,20,"keepRight",TRUE
"666",0.2,"videoplayback_002_2.webm",169,473,221,18,29,"keepRight",TRUE
"667",0.2,"videoplayback_002_2.webm",170,471,223,14,20,"speedLimit45",TRUE
"668",0.2,"videoplayback_002_2.webm",170,474,219,18,29,"keepRight",TRUE
"669",0.2,"videoplayback_002_2.webm",171,471,223,13,20,"signalAhead",TRUE
"670",0.2,"videoplayback_002_2.webm",171,475,219,17,29,"keepRight",TRUE
"671",0.2,"videoplayback_002_2.webm",174,477,222,19,30,"speedLimit35",FALSE
"672",0.2,"videoplayback_002_2.webm",176,479,231,18,29,"signalAhead",FALSE
"673",0.2,"videoplayback_002_2.webm",182,188,234,15,20,"zoneAhead45",FALSE
"674",0.2,"videoplayback_002_2.webm",184,167,227,15,22,"speedLimit35",FALSE
"675",0.2,"videoplayback_002_2.webm",203,516,273,11,15,"speedLimitUrdbl",TRUE
"676",0.2,"videoplayback_002_2.webm",203,517,268,17,25,"speedLimitUrdbl",TRUE
"677",0.2,"videoplayback_002_2.webm",237,0,266,14,34,"stop",FALSE
"678",0.2,"videoplayback_002_2.webm",293,686,158,19,55,"signalAhead",FALSE
"679",0.2,"videoplayback_002_2.webm",333,215,242,17,16,"speedLimitUrdbl",TRUE
"680",0.2,"videoplayback_002_2.webm",333,219,239,19,19,"speedLimitUrdbl",TRUE
"681",0.2,"videoplayback_002_2.webm",334,211,240,15,17,"speedLimitUrdbl",FALSE
"682",0.2,"videoplayback_002_2.webm",335,201,236,17,19,"speedLimitUrdbl",FALSE
"683",0.2,"videoplayback_002_2.webm",336,192,233,19,20,"speedLimit25",FALSE
"684",0.2,"videoplayback_002_2.webm",337,182,232,20,22,"speedLimit25",FALSE
"685",0.2,"videoplayback_002_2.webm",338,170,228,22,24,"speedLimitUrdbl",FALSE
"686",0.2,"videoplayback_002_2.webm",339,157,226,22,25,"speedLimitUrdbl",FALSE
"687",0.2,"videoplayback_002_2.webm",340,143,222,26,27,"speedLimit25",FALSE
"688",0.2,"videoplayback_002_2.webm",341,128,219,25,27,"speedLimitUrdbl",FALSE
"689",0.2,"videoplayback_002_2.webm",342,110,218,23,26,"speedLimit25",FALSE
"690",0.2,"videoplayback_002_2.webm",343,89,207,36,38,"speedLimit25",FALSE
"691",0.2,"videoplayback_002_2.webm",344,68,206,32,36,"speedLimit25",FALSE
"692",0.2,"videoplayback_002_2.webm",345,48,212,19,25,"speedLimit25",TRUE
"693",0.2,"videoplayback_002_2.webm",345,45,208,30,33,"speedLimit25",TRUE
"694",0.2,"videoplayback_002_2.webm",346,10,199,21,36,"speedLimit25",FALSE
"695",0.25,"videoplayback_001_1.webm",1,100,154,26,29,"doNotPass",FALSE
"696",0.25,"videoplayback_001_1.webm",1,632,215,18,22,"speedLimitUrdbl",TRUE
"697",0.25,"videoplayback_001_1.webm",1,638,213,22,28,"stop",TRUE
"698",0.25,"videoplayback_001_1.webm",2,72,149,37,31,"stop",FALSE
"699",0.25,"videoplayback_001_1.webm",2,660,213,23,33,"stop",TRUE
"700",0.25,"videoplayback_001_1.webm",3,56,148,32,29,"doNotPass",FALSE
"701",0.25,"videoplayback_001_1.webm",3,680,208,17,34,"yield",TRUE
"702",0.25,"videoplayback_001_1.webm",4,43,142,25,27,"keepRight",FALSE
"703",0.25,"videoplayback_001_1.webm",5,4,123,19,47,"zoneAhead45",FALSE
"704",0.25,"videoplayback_001_1.webm",16,350,163,15,18,"signalAhead",TRUE
"705",0.25,"videoplayback_001_1.webm",16,357,164,16,19,"signalAhead",TRUE
"706",0.25,"videoplayback_001_1.webm",17,350,164,16,18,"signalAhead",TRUE
"707",0.25,"videoplayback_001_1.webm",17,356,164,18,19,"signalAhead",TRUE
"708",0.25,"videoplayback_001_1.webm",18,349,163,17,20,"signalAhead",TRUE
"709",0.25,"videoplayback_001_1.webm",18,355,163,19,21,"signalAhead",TRUE
"710",0.25,"videoplayback_001_1.webm",19,350,163,17,20,"signalAhead",TRUE
"711",0.25,"videoplayback_001_1.webm",19,356,163,19,21,"signalAhead",TRUE
"712",0.25,"videoplayback_001_1.webm",20,354,163,17,20,"signalAhead",TRUE
"713",0.25,"videoplayback_001_1.webm",20,359,163,20,21,"speedLimitUrdbl",TRUE
"714",0.25,"videoplayback_001_1.webm",21,357,162,16,19,"signalAhead",TRUE
"715",0.25,"videoplayback_001_1.webm",21,363,163,19,20,"signalAhead",TRUE
"716",0.25,"videoplayback_001_1.webm",22,358,162,13,17,"signalAhead",TRUE
"717",0.25,"videoplayback_001_1.webm",22,366,163,15,17,"signalAhead",TRUE
"718",0.25,"videoplayback_001_1.webm",23,355,162,13,17,"merge",TRUE
"719",0.25,"videoplayback_001_1.webm",23,361,164,15,17,"signalAhead",TRUE
"720",0.25,"videoplayback_001_1.webm",24,354,163,14,18,"merge",TRUE
"721",0.25,"videoplayback_001_1.webm",24,360,164,16,18,"signalAhead",TRUE
"722",0.25,"videoplayback_001_1.webm",25,354,162,13,17,"addedLane",TRUE
"723",0.25,"videoplayback_001_1.webm",25,360,164,14,17,"signalAhead",TRUE
"724",0.25,"videoplayback_001_1.webm",26,174,137,12,16,"rampSpeedAdvisory50",FALSE
"725",0.25,"videoplayback_001_1.webm",26,356,160,12,18,"pedestrianCrossing",TRUE
"726",0.25,"videoplayback_001_1.webm",26,364,162,13,17,"signalAhead",TRUE
"727",0.25,"videoplayback_001_1.webm",27,357,159,13,19,"pedestrianCrossing",TRUE
"728",0.25,"videoplayback_001_1.webm",27,364,162,14,17,"signalAhead",TRUE
"729",0.25,"videoplayback_001_1.webm",28,359,160,12,18,"merge",TRUE
"730",0.25,"videoplayback_001_1.webm",28,366,162,14,17,"signalAhead",TRUE
"731",0.25,"videoplayback_001_1.webm",29,360,161,13,18,"merge",TRUE
"732",0.25,"videoplayback_001_1.webm",29,367,163,15,17,"signalAhead",TRUE
"733",0.25,"videoplayback_001_1.webm",30,358,160,12,19,"signalAhead",TRUE
"734",0.25,"videoplayback_001_1.webm",30,364,162,14,18,"signalAhead",TRUE
"735",0.25,"videoplayback_001_1.webm",31,358,160,13,18,"signalAhead",TRUE
"736",0.25,"videoplayback_001_1.webm",31,362,162,15,18,"signalAhead",TRUE
"737",0.25,"videoplayback_001_1.webm",32,358,160,12,19,"signalAhead",TRUE
"738",0.25,"videoplayback_001_1.webm",32,363,162,15,19,"signalAhead",TRUE
"739",0.25,"videoplayback_001_1.webm",33,135,119,15,18,"pedestrianCrossing",TRUE
"740",0.25,"videoplayback_001_1.webm",33,135,116,22,28,"signalAhead",TRUE
"741",0.25,"videoplayback_001_1.webm",33,358,159,12,19,"signalAhead",TRUE
"742",0.25,"videoplayback_001_1.webm",33,364,161,14,19,"signalAhead",TRUE
"743",0.25,"videoplayback_001_1.webm",34,131,116,20,26,"signalAhead",FALSE
"744",0.25,"videoplayback_001_1.webm",34,358,160,11,18,"signalAhead",TRUE
"745",0.25,"videoplayback_001_1.webm",34,364,161,14,18,"addedLane",TRUE
"746",0.25,"videoplayback_001_1.webm",35,123,110,23,30,"signalAhead",FALSE
"747",0.25,"videoplayback_001_1.webm",35,358,160,11,18,"signalAhead",TRUE
"748",0.25,"videoplayback_001_1.webm",35,364,162,15,19,"slow",TRUE
"749",0.25,"videoplayback_001_1.webm",36,118,108,21,29,"signalAhead",FALSE
"750",0.25,"videoplayback_001_1.webm",36,357,161,9,17,"school",TRUE
"751",0.25,"videoplayback_001_1.webm",36,363,162,14,18,"slow",TRUE
"752",0.25,"videoplayback_001_1.webm",37,112,101,24,33,"pedestrianCrossing",FALSE
"753",0.25,"videoplayback_001_1.webm",37,356,161,8,17,"school",TRUE
"754",0.25,"videoplayback_001_1.webm",37,362,161,14,18,"school",TRUE
"755",0.25,"videoplayback_001_1.webm",38,109,101,22,31,"signalAhead",FALSE
"756",0.25,"videoplayback_001_1.webm",38,357,160,8,17,"school",TRUE
"757",0.25,"videoplayback_001_1.webm",38,364,161,14,17,"signalAhead",TRUE
"758",0.25,"videoplayback_001_1.webm",39,96,94,26,35,"pedestrianCrossing",FALSE
"759",0.25,"videoplayback_001_1.webm",39,359,158,8,20,"school",TRUE
"760",0.25,"videoplayback_001_1.webm",39,366,160,15,19,"slow",TRUE
"761",0.25,"videoplayback_001_1.webm",40,80,91,32,32,"pedestrianCrossing",FALSE
"762",0.25,"videoplayback_001_1.webm",40,360,158,12,20,"school",TRUE
"763",0.25,"videoplayback_001_1.webm",40,369,160,15,19,"slow",TRUE
"764",0.25,"videoplayback_001_1.webm",41,75,90,29,29,"signalAhead",FALSE
"765",0.25,"videoplayback_001_1.webm",41,362,156,14,20,"signalAhead",TRUE
"766",0.25,"videoplayback_001_1.webm",41,369,158,17,20,"slow",TRUE
"767",0.25,"videoplayback_001_1.webm",42,363,157,13,20,"school",TRUE
"768",0.25,"videoplayback_001_1.webm",42,370,158,17,19,"rampSpeedAdvisory50",TRUE
"769",0.25,"videoplayback_001_1.webm",42,519,157,10,17,"pedestrianCrossing",TRUE
"770",0.25,"videoplayback_001_1.webm",42,524,159,14,15,"pedestrianCrossing",TRUE
"771",0.25,"videoplayback_001_1.webm",43,362,156,14,20,"school",TRUE
"772",0.25,"videoplayback_001_1.webm",43,370,157,18,20,"slow",TRUE
"773",0.25,"videoplayback_001_1.webm",43,530,157,17,17,"stopAhead",TRUE
"774",0.25,"videoplayback_001_1.webm",44,40,81,31,28,"schoolSpeedLimit25",FALSE
"775",0.25,"videoplayback_001_1.webm",44,371,157,18,19,"slow",TRUE
"776",0.25,"videoplayback_001_1.webm",44,537,157,18,18,"schoolSpeedLimit25",TRUE
"777",0.25,"videoplayback_001_1.webm",45,366,156,15,19,"school",TRUE
"778",0.25,"videoplayback_001_1.webm",45,372,157,17,18,"school",TRUE
"779",0.25,"videoplayback_001_1.webm",45,549,153,12,18,"signalAhead",TRUE
"780",0.25,"videoplayback_001_1.webm",45,555,157,14,13,"signalAhead",TRUE
"781",0.25,"videoplayback_001_1.webm",46,369,156,15,19,"school",TRUE
"782",0.25,"videoplayback_001_1.webm",46,374,156,19,17,"addedLane",TRUE
"783",0.25,"videoplayback_001_1.webm",46,564,152,13,17,"pedestrianCrossing",TRUE
"784",0.25,"videoplayback_001_1.webm",46,568,155,14,14,"stopAhead",TRUE
"785",0.25,"videoplayback_001_1.webm",47,6,76,25,37,"keepRight",FALSE
"786",0.25,"videoplayback_001_1.webm",47,375,156,17,17,"school",TRUE
"787",0.25,"videoplayback_001_1.webm",48,372,157,14,18,"school",TRUE
"788",0.25,"videoplayback_001_1.webm",48,378,157,17,16,"school",TRUE
"789",0.25,"videoplayback_001_1.webm",49,370,156,14,19,"schoolSpeedLimit25",TRUE
"790",0.25,"videoplayback_001_1.webm",49,377,155,17,18,"school",TRUE
"791",0.25,"videoplayback_001_1.webm",49,618,148,14,15,"pedestrianCrossing",TRUE
"792",0.25,"videoplayback_001_1.webm",50,370,155,17,19,"rampSpeedAdvisory50",TRUE
"793",0.25,"videoplayback_001_1.webm",50,378,154,20,20,"school",TRUE
"794",0.25,"videoplayback_001_1.webm",50,635,152,18,17,"schoolSpeedLimit25",TRUE
"795",0.25,"videoplayback_001_1.webm",51,369,154,18,21,"rampSpeedAdvisory50",TRUE
"796",0.25,"videoplayback_001_1.webm",51,378,155,20,20,"signalAhead",TRUE
"797",0.25,"videoplayback_001_1.webm",51,651,145,30,24,"schoolSpeedLimit25",TRUE
"798",0.25,"videoplayback_001_1.webm",52,370,154,18,22,"school",TRUE
"799",0.25,"videoplayback_001_1.webm",52,379,155,19,20,"signalAhead",TRUE
"800",0.25,"videoplayback_001_1.webm",52,686,150,13,23,"speedLimitUrdbl",TRUE
"801",0.25,"videoplayback_001_1.webm",53,373,153,19,23,"schoolSpeedLimit25",TRUE
"802",0.25,"videoplayback_001_1.webm",53,381,154,19,22,"signalAhead",TRUE
"803",0.25,"videoplayback_001_1.webm",54,374,152,17,25,"schoolSpeedLimit25",TRUE
"804",0.25,"videoplayback_001_1.webm",54,382,152,18,24,"signalAhead",TRUE
"805",0.25,"videoplayback_001_1.webm",55,375,153,17,24,"schoolSpeedLimit25",TRUE
"806",0.25,"videoplayback_001_1.webm",55,384,152,17,23,"signalAhead",TRUE
"807",0.25,"videoplayback_001_1.webm",56,376,153,17,23,"schoolSpeedLimit25",TRUE
"808",0.25,"videoplayback_001_1.webm",56,385,152,18,23,"signalAhead",TRUE
"809",0.25,"videoplayback_001_1.webm",57,377,152,17,23,"school",TRUE
"810",0.25,"videoplayback_001_1.webm",57,386,151,18,22,"signalAhead",TRUE
"811",0.25,"videoplayback_001_1.webm",58,376,152,18,22,"school",TRUE
"812",0.25,"videoplayback_001_1.webm",58,386,151,18,21,"signalAhead",TRUE
"813",0.25,"videoplayback_001_1.webm",59,378,151,19,22,"school",TRUE
"814",0.25,"videoplayback_001_1.webm",59,388,150,19,23,"school",TRUE
"815",0.25,"videoplayback_001_1.webm",60,390,150,19,24,"school",FALSE
"816",0.25,"videoplayback_001_1.webm",61,389,151,19,23,"school",FALSE
"817",0.25,"videoplayback_001_1.webm",62,415,142,18,26,"signalAhead",TRUE
"818",0.25,"videoplayback_001_1.webm",62,398,145,23,25,"addedLane",TRUE
"819",0.25,"videoplayback_001_1.webm",63,412,142,21,27,"signalAhead",TRUE
"820",0.25,"videoplayback_001_1.webm",63,399,144,24,25,"merge",TRUE
"821",0.25,"videoplayback_001_1.webm",64,411,141,21,29,"signalAhead",TRUE
"822",0.25,"videoplayback_001_1.webm",64,400,144,23,26,"rampSpeedAdvisory50",TRUE
"823",0.25,"videoplayback_001_1.webm",65,414,140,21,28,"signalAhead",TRUE
"824",0.25,"videoplayback_001_1.webm",65,403,144,21,25,"rampSpeedAdvisory50",TRUE
"825",0.25,"videoplayback_001_1.webm",66,413,141,21,28,"merge",TRUE
"826",0.25,"videoplayback_001_1.webm",66,405,144,20,24,"rampSpeedAdvisory50",TRUE
"827",0.25,"videoplayback_001_1.webm",67,413,143,20,27,"signalAhead",FALSE
"828",0.25,"videoplayback_001_1.webm",68,413,142,21,29,"rampSpeedAdvisory50",FALSE
"829",0.25,"videoplayback_001_1.webm",69,418,140,18,28,"merge",TRUE
"830",0.25,"videoplayback_001_1.webm",69,414,144,16,23,"rampSpeedAdvisory50",TRUE
"831",0.25,"videoplayback_001_1.webm",70,417,140,19,26,"rampSpeedAdvisory50",FALSE
"832",0.25,"videoplayback_001_1.webm",71,417,138,21,27,"rampSpeedAdvisory50",FALSE
"833",0.25,"videoplayback_001_1.webm",72,419,138,20,27,"rampSpeedAdvisory50",FALSE
"834",0.25,"videoplayback_001_1.webm",73,420,136,23,29,"rampSpeedAdvisory50",FALSE
"835",0.25,"videoplayback_001_1.webm",74,426,136,21,28,"rampSpeedAdvisory50",FALSE
"836",0.25,"videoplayback_001_1.webm",75,430,135,22,29,"rampSpeedAdvisory50",FALSE
"837",0.25,"videoplayback_001_1.webm",76,434,135,22,30,"rampSpeedAdvisory50",FALSE
"838",0.25,"videoplayback_001_1.webm",77,436,134,21,29,"rampSpeedAdvisory50",FALSE
"839",0.25,"videoplayback_001_1.webm",78,440,133,21,29,"rampSpeedAdvisory50",FALSE
"840",0.25,"videoplayback_001_1.webm",79,443,131,23,31,"rampSpeedAdvisory50",FALSE
"841",0.25,"videoplayback_001_1.webm",80,447,130,21,30,"rampSpeedAdvisory50",TRUE
"842",0.25,"videoplayback_001_1.webm",80,447,139,14,22,"slow",TRUE
"843",0.25,"videoplayback_001_1.webm",81,451,130,21,31,"rampSpeedAdvisory50",FALSE
"844",0.25,"videoplayback_001_1.webm",83,456,119,23,34,"merge",FALSE
"845",0.25,"videoplayback_001_1.webm",84,459,119,25,35,"merge",TRUE
"846",0.25,"videoplayback_001_1.webm",84,455,117,20,31,"signalAhead",TRUE
"847",0.25,"videoplayback_001_1.webm",85,463,118,25,35,"merge",TRUE
"848",0.25,"videoplayback_001_1.webm",85,459,116,20,31,"signalAhead",TRUE
"849",0.25,"videoplayback_001_1.webm",86,469,115,23,33,"merge",FALSE
"850",0.25,"videoplayback_001_1.webm",87,472,112,22,34,"signalAhead",FALSE
"851",0.25,"videoplayback_001_1.webm",88,476,112,24,36,"merge",FALSE
"852",0.25,"videoplayback_001_1.webm",89,483,110,23,36,"merge",FALSE
"853",0.25,"videoplayback_001_1.webm",90,487,107,27,39,"merge",FALSE
"854",0.25,"videoplayback_001_1.webm",101,251,179,14,18,"stop",FALSE
"855",0.25,"videoplayback_001_1.webm",102,249,178,14,18,"pedestrianCrossing",FALSE
"856",0.25,"videoplayback_001_1.webm",103,246,177,16,18,"pedestrianCrossing",FALSE
"857",0.25,"videoplayback_001_1.webm",104,242,177,17,18,"pedestrianCrossing",FALSE
"858",0.25,"videoplayback_001_1.webm",105,239,176,19,18,"signalAhead",FALSE
"859",0.25,"videoplayback_001_1.webm",105,690,171,13,23,"rampSpeedAdvisoryUrdbl",TRUE
"860",0.25,"videoplayback_001_1.webm",106,236,176,20,18,"stopAhead",FALSE
"861",0.25,"videoplayback_001_1.webm",107,237,177,17,18,"stop",FALSE
"862",0.25,"videoplayback_001_1.webm",108,238,176,14,18,"signalAhead",FALSE
"863",0.25,"videoplayback_001_1.webm",109,237,177,14,18,"signalAhead",FALSE
"864",0.25,"videoplayback_001_1.webm",110,238,177,14,18,"signalAhead",FALSE
"865",0.25,"videoplayback_001_1.webm",113,234,175,13,20,"signalAhead",FALSE
"866",0.25,"videoplayback_001_1.webm",114,230,174,14,19,"signalAhead",FALSE
"867",0.25,"videoplayback_001_1.webm",115,217,173,11,15,"merge",TRUE
"868",0.25,"videoplayback_001_1.webm",115,227,172,14,20,"signalAhead",TRUE
"869",0.25,"videoplayback_001_1.webm",116,215,173,12,14,"merge",TRUE
"870",0.25,"videoplayback_001_1.webm",116,225,173,14,18,"signalAhead",TRUE
"871",0.25,"videoplayback_001_1.webm",117,212,171,12,15,"merge",TRUE
"872",0.25,"videoplayback_001_1.webm",117,222,171,14,19,"signalAhead",TRUE
"873",0.25,"videoplayback_001_1.webm",118,210,170,12,16,"merge",TRUE
"874",0.25,"videoplayback_001_1.webm",118,220,169,14,20,"signalAhead",TRUE
"875",0.25,"videoplayback_001_1.webm",119,206,168,14,16,"signalAhead",TRUE
"876",0.25,"videoplayback_001_1.webm",119,216,168,16,20,"signalAhead",TRUE
"877",0.25,"videoplayback_001_1.webm",120,201,165,15,17,"merge",TRUE
"878",0.25,"videoplayback_001_1.webm",120,213,166,17,21,"signalAhead",TRUE
"879",0.25,"videoplayback_001_1.webm",121,198,164,16,19,"merge",TRUE
"880",0.25,"videoplayback_001_1.webm",121,212,164,19,22,"turnRight",TRUE
"881",0.25,"videoplayback_001_1.webm",122,183,156,20,26,"signalAhead",TRUE
"882",0.25,"videoplayback_001_1.webm",122,196,158,18,22,"merge",TRUE
"883",0.25,"videoplayback_001_1.webm",123,184,155,21,28,"slow",TRUE
"884",0.25,"videoplayback_001_1.webm",123,195,157,18,23,"merge",TRUE
"885",0.25,"videoplayback_001_1.webm",124,183,152,22,31,"addedLane",TRUE
"886",0.25,"videoplayback_001_1.webm",124,192,155,18,25,"merge",TRUE
"887",0.25,"videoplayback_001_1.webm",125,178,152,25,30,"addedLane",TRUE
"888",0.25,"videoplayback_001_1.webm",125,187,154,20,25,"merge",TRUE
"889",0.25,"videoplayback_001_1.webm",126,176,150,25,31,"addedLane",TRUE
"890",0.25,"videoplayback_001_1.webm",126,184,153,20,25,"merge",TRUE
"891",0.25,"videoplayback_001_1.webm",127,180,151,21,27,"merge",FALSE
"892",0.25,"videoplayback_001_1.webm",128,179,152,21,25,"merge",FALSE
"893",0.25,"videoplayback_001_1.webm",129,174,151,20,27,"merge",FALSE
"894",0.25,"videoplayback_001_1.webm",130,171,150,22,27,"merge",FALSE
"895",0.25,"videoplayback_001_1.webm",131,168,150,23,26,"merge",FALSE
"896",0.25,"videoplayback_001_1.webm",132,162,149,25,27,"addedLane",FALSE
"897",0.25,"videoplayback_001_1.webm",133,159,148,22,28,"merge",FALSE
"898",0.25,"videoplayback_001_1.webm",134,156,149,21,25,"pedestrianCrossing",FALSE
"899",0.25,"videoplayback_001_1.webm",135,151,149,20,26,"pedestrianCrossing",FALSE
"900",0.25,"videoplayback_001_1.webm",136,144,148,23,27,"pedestrianCrossing",FALSE
"901",0.25,"videoplayback_001_1.webm",137,137,148,22,25,"addedLane",FALSE
"902",0.25,"videoplayback_001_1.webm",138,132,147,21,25,"addedLane",FALSE
"903",0.25,"videoplayback_001_1.webm",139,123,144,24,28,"addedLane",FALSE
"904",0.25,"videoplayback_001_1.webm",140,117,140,27,32,"addedLane",FALSE
"905",0.25,"videoplayback_001_1.webm",141,108,137,27,34,"addedLane",FALSE
"906",0.25,"videoplayback_001_1.webm",142,100,132,29,40,"addedLane",FALSE
"907",0.25,"videoplayback_001_1.webm",143,91,129,29,42,"addedLane",FALSE
"908",0.25,"videoplayback_001_1.webm",144,84,126,39,41,"merge",FALSE
"909",0.25,"videoplayback_001_1.webm",145,71,125,34,38,"addedLane",FALSE
"910",0.25,"videoplayback_001_1.webm",146,58,119,46,44,"addedLane",FALSE
"911",0.25,"videoplayback_001_1.webm",147,42,115,50,48,"addedLane",FALSE
"912",0.25,"videoplayback_001_1.webm",148,31,111,63,59,"addedLane",FALSE
"913",0.25,"videoplayback_001_1.webm",149,16,106,59,64,"addedLane",FALSE
"914",0.25,"videoplayback_001_1.webm",150,8,98,56,70,"pedestrianCrossing",FALSE
"915",0.25,"videoplayback_001_1.webm",151,3,94,42,73,"signalAhead",FALSE
"916",0.25,"videoplayback_001_1.webm",151,313,181,14,15,"school",TRUE
"917",0.25,"videoplayback_001_1.webm",152,4,96,27,66,"signalAhead",FALSE
"918",0.25,"videoplayback_001_1.webm",152,314,182,14,15,"school",TRUE
"919",0.25,"videoplayback_001_1.webm",153,311,184,13,17,"signalAhead",FALSE
"920",0.25,"videoplayback_001_1.webm",154,311,183,14,17,"signalAhead",FALSE
"921",0.25,"videoplayback_001_1.webm",155,314,182,12,18,"signalAhead",FALSE
"922",0.25,"videoplayback_001_1.webm",156,313,184,13,18,"signalAhead",FALSE
"923",0.25,"videoplayback_001_1.webm",157,317,184,13,17,"signalAhead",FALSE
"924",0.25,"videoplayback_001_1.webm",158,318,184,13,17,"speedLimit35",FALSE
"925",0.25,"videoplayback_001_1.webm",159,316,185,13,16,"signalAhead",TRUE
"926",0.25,"videoplayback_001_1.webm",159,321,184,14,18,"speedLimit35",TRUE
"927",0.25,"videoplayback_001_1.webm",160,323,184,14,18,"speedLimit35",FALSE
"928",0.25,"videoplayback_001_1.webm",161,321,186,13,15,"speedLimit35",TRUE
"929",0.25,"videoplayback_001_1.webm",161,326,185,14,17,"stop",TRUE
"930",0.25,"videoplayback_001_1.webm",162,321,186,13,15,"speedLimit35",TRUE
"931",0.25,"videoplayback_001_1.webm",162,327,185,14,17,"stop",TRUE
"932",0.25,"videoplayback_001_1.webm",163,320,186,13,16,"speedLimit35",TRUE
"933",0.25,"videoplayback_001_1.webm",163,326,186,14,16,"stop",TRUE
"934",0.25,"videoplayback_001_1.webm",164,321,186,12,16,"speedLimit35",TRUE
"935",0.25,"videoplayback_001_1.webm",164,327,186,13,16,"stop",TRUE
"936",0.25,"videoplayback_001_1.webm",165,323,186,13,16,"signalAhead",TRUE
"937",0.25,"videoplayback_001_1.webm",165,329,186,14,16,"stop",TRUE
"938",0.25,"videoplayback_001_1.webm",166,324,186,13,16,"stop",TRUE
"939",0.25,"videoplayback_001_1.webm",166,330,186,13,16,"speedLimit35",TRUE
"940",0.25,"videoplayback_001_1.webm",167,326,187,13,16,"stop",TRUE
"941",0.25,"videoplayback_001_1.webm",167,332,186,14,17,"signalAhead",TRUE
"942",0.25,"videoplayback_001_1.webm",168,328,187,12,15,"stop",TRUE
"943",0.25,"videoplayback_001_1.webm",168,335,187,14,16,"signalAhead",TRUE
"944",0.25,"videoplayback_001_1.webm",169,328,187,12,16,"speedLimit35",TRUE
"945",0.25,"videoplayback_001_1.webm",169,335,186,14,17,"speedLimit35",TRUE
"946",0.25,"videoplayback_001_1.webm",170,331,188,11,16,"speedLimit35",TRUE
"947",0.25,"videoplayback_001_1.webm",170,338,187,12,18,"signalAhead",TRUE
"948",0.25,"videoplayback_001_2.webm",1,236,165,22,19,"school",FALSE
"949",0.25,"videoplayback_001_2.webm",2,170,155,9,16,"speedLimit35",FALSE
"950",0.25,"videoplayback_001_2.webm",4,159,117,18,26,"signalAhead",TRUE
