video,frame,oldclass,signname,newclass
videoplayback_002_2.webm,102,merge,Camel,slow
videoplayback_002_2.webm,103,merge,Camel,dip
videoplayback_002_2.webm,104,merge,Camel,slow
videoplayback_002_2.webm,105,merge,Camel,slow
videoplayback_002_2.webm,106,merge,Camel,slow
videoplayback_002_2.webm,107,merge,Camel,dip
videoplayback_002_2.webm,108,merge,Camel,slow
videoplayback_002_2.webm,109,merge,Camel,slow
videoplayback_002_2.webm,110,merge,Camel,slow
videoplayback_002_2.webm,111,signalAhead,Camel,school
videoplayback_002_2.webm,111,signalAhead,Camel,slow
videoplayback_002_2.webm,112,signalAhead,Camel,slow
videoplayback_002_2.webm,112,signalAhead,Camel,dip
videoplayback_002_2.webm,335,speedLimitUrdbl,Camel,pedestrianCrossing
videoplayback_002_2.webm,337,speedLimit25,Camel,pedestrianCrossing
videoplayback_002_2.webm,338,speedLimitUrdbl,Camel,slow
videoplayback_002_2.webm,339,speedLimitUrdbl,Camel,pedestrianCrossing
videoplayback_002_2.webm,340,speedLimit25,Camel,slow
videoplayback_002_2.webm,341,speedLimitUrdbl,Camel,slow
videoplayback_002_2.webm,342,speedLimit25,Camel,pedestrianCrossing
videoplayback_002_2.webm,343,speedLimit25,Camel,dip
videoplayback_002_2.webm,344,speedLimit25,Camel,pedestrianCrossing
videoplayback_001_1.webm,1,doNotPass,Cow,slow
videoplayback_001_1.webm,2,stop,Cow,slow
videoplayback_001_1.webm,3,doNotPass,Cow,slow
videoplayback_001_1.webm,4,keepRight,Cow,signalAhead
videoplayback_001_1.webm,18,signalAhead,Cow,signalAhead
videoplayback_001_1.webm,19,signalAhead,Cow,signalAhead
videoplayback_001_1.webm,20,speedLimitUrdbl,Cow,slow
videoplayback_001_1.webm,21,signalAhead,Cow,slow
videoplayback_001_1.webm,24,signalAhead,Cow,slow
videoplayback_001_1.webm,31,signalAhead,Cow,slow
videoplayback_001_1.webm,32,signalAhead,Cow,slow
videoplayback_001_1.webm,46,addedLane,Cow,slow
videoplayback_001_1.webm,47,school,Cow,slow
videoplayback_001_1.webm,48,school,Cow,turnRight
videoplayback_001_1.webm,49,school,Cow,school
videoplayback_001_1.webm,49,school,Cow,pedestrianCrossing
videoplayback_001_1.webm,50,school,Cow,school
videoplayback_001_1.webm,50,school,Cow,schoolSpeedLimit25
videoplayback_001_1.webm,51,signalAhead,Cow,signalAhead
videoplayback_001_1.webm,51,signalAhead,Cow,schoolSpeedLimit25
videoplayback_001_1.webm,52,signalAhead,Cow,slow
videoplayback_001_1.webm,53,signalAhead,Cow,slow
videoplayback_001_1.webm,54,signalAhead,Cow,slow
videoplayback_001_1.webm,55,signalAhead,Cow,slow
videoplayback_001_1.webm,56,signalAhead,Cow,slow
videoplayback_001_1.webm,57,signalAhead,Cow,slow
videoplayback_001_1.webm,58,signalAhead,Cow,slow
videoplayback_001_1.webm,59,school,Cow,slow
videoplayback_001_1.webm,63,signalAhead,Cow,signalAhead
videoplayback_001_1.webm,64,signalAhead,Cow,signalAhead
videoplayback_001_1.webm,65,signalAhead,Cow,signalAhead
videoplayback_001_1.webm,66,merge,Cow,slow
videoplayback_001_1.webm,67,signalAhead,Cow,slow
videoplayback_001_1.webm,68,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,69,merge,Cow,slow
videoplayback_001_1.webm,70,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,71,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,72,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,73,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,74,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,75,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,76,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,77,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,78,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,79,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,80,rampSpeedAdvisory50,Cow,slow
videoplayback_001_1.webm,124,merge,Cow,slow
videoplayback_001_1.webm,125,merge,Cow,slow
videoplayback_001_1.webm,126,merge,Cow,slow
videoplayback_001_1.webm,127,merge,Cow,slow
videoplayback_001_1.webm,128,merge,Cow,slow
videoplayback_001_1.webm,129,merge,Cow,slow
videoplayback_001_1.webm,130,merge,Cow,slow
videoplayback_001_1.webm,131,merge,Cow,slow
videoplayback_001_1.webm,132,addedLane,Cow,slow
videoplayback_001_1.webm,133,merge,Cow,slow
videoplayback_001_1.webm,134,pedestrianCrossing,Cow,slow
videoplayback_001_1.webm,135,pedestrianCrossing,Cow,slow
videoplayback_001_1.webm,136,pedestrianCrossing,Cow,slow
videoplayback_001_1.webm,137,addedLane,Cow,slow
videoplayback_001_1.webm,138,addedLane,Cow,slow
videoplayback_001_1.webm,139,addedLane,Cow,slow
videoplayback_001_1.webm,140,addedLane,Cow,slow
videoplayback_001_1.webm,141,addedLane,Cow,slow
videoplayback_001_1.webm,142,addedLane,Cow,slow
videoplayback_001_1.webm,143,addedLane,Cow,slow
videoplayback_001_1.webm,145,addedLane,Cow,slow
videoplayback_001_1.webm,146,addedLane,Cow,slow
videoplayback_001_1.webm,148,addedLane,Cow,slow
videoplayback_001_1.webm,150,pedestrianCrossing,Cow,slow
videoplayback_001_1.webm,151,signalAhead,Cow,slow
videoplayback_001_1.webm,152,signalAhead,Cow,slow
videoplayback_001_2.webm,12,stopAhead,Cow,signalAhead
videoplayback_001_2.webm,13,pedestrianCrossing,Cow,pedestrianCrossing
videoplayback_001_2.webm,13,pedestrianCrossing,Cow,schoolSpeedLimit25
videoplayback_001_2.webm,14,school,Cow,signalAhead
videoplayback_001_2.webm,15,merge,Cow,slow
videoplayback_001_2.webm,16,turnLeft,Cow,turnLeft
videoplayback_001_2.webm,16,turnLeft,Cow,pedestrianCrossing
videoplayback_001_2.webm,16,pedestrianCrossing,Cow,stopAhead
videoplayback_001_2.webm,17,turnRight,Cow,turnRight
videoplayback_001_2.webm,17,turnRight,Cow,signalAhead
videoplayback_001_2.webm,17,signalAhead,Cow,schoolSpeedLimit25
videoplayback_001_2.webm,18,signalAhead,Cow,slow
videoplayback_001_2.webm,19,signalAhead,Cow,signalAhead
videoplayback_001_2.webm,19,signalAhead,Cow,rampSpeedAdvisory50
videoplayback_001_2.webm,19,rampSpeedAdvisory50,Cow,schoolSpeedLimit25
videoplayback_001_2.webm,20,signalAhead,Cow,signalAhead
videoplayback_001_2.webm,20,signalAhead,Cow,rampSpeedAdvisory50
videoplayback_001_2.webm,20,rampSpeedAdvisory50,Cow,schoolSpeedLimit25
videoplayback_001_2.webm,21,signalAhead,Cow,signalAhead
videoplayback_001_2.webm,21,signalAhead,Cow,signalAhead
videoplayback_001_2.webm,21,signalAhead,Cow,schoolSpeedLimit25
videoplayback_001_2.webm,21,signalAhead,Cow,rampSpeedAdvisory50
videoplayback_001_2.webm,22,signalAhead,Cow,signalAhead
videoplayback_001_2.webm,22,signalAhead,Cow,rampSpeedAdvisory50
videoplayback_001_2.webm,22,rampSpeedAdvisory50,Cow,turnLeft
videoplayback_001_2.webm,23,signalAhead,Cow,slow
videoplayback_001_2.webm,24,signalAhead,Cow,slow
videoplayback_001_2.webm,25,signalAhead,Cow,slow
videoplayback_001_2.webm,26,signalAhead,Cow,slow
videoplayback_001_2.webm,27,signalAhead,Cow,slow
videoplayback_001_2.webm,28,signalAhead,Cow,slow
videoplayback_001_2.webm,29,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,30,signalAhead,Cow,slow
videoplayback_001_2.webm,31,signalAhead,Cow,slow
videoplayback_001_2.webm,32,signalAhead,Cow,slow
videoplayback_001_2.webm,33,signalAhead,Cow,slow
videoplayback_001_2.webm,34,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,35,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,36,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,37,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,38,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,39,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,41,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,42,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,43,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,44,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,45,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,46,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,47,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,48,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,49,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,50,pedestrianCrossing,Cow,turnRight
videoplayback_001_2.webm,51,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,52,pedestrianCrossing,Cow,turnRight
videoplayback_001_2.webm,54,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,55,pedestrianCrossing,Cow,slow
videoplayback_001_2.webm,56,pedestrianCrossing,Cow,slow
videoplayback_002_1.webm,3,turnRight,Cow,slow
videoplayback_002_1.webm,4,turnRight,Cow,slow
videoplayback_002_1.webm,5,turnRight,Cow,slow
videoplayback_002_1.webm,6,turnRight,Cow,slow
videoplayback_002_1.webm,7,turnRight,Cow,slow
videoplayback_002_1.webm,8,turnRight,Cow,turnRight
videoplayback_002_1.webm,9,turnRight,Cow,slow
videoplayback_002_1.webm,10,turnRight,Cow,slow
videoplayback_002_1.webm,11,turnRight,Cow,slow
videoplayback_002_1.webm,12,turnRight,Cow,addedLane
videoplayback_002_1.webm,13,turnRight,Cow,addedLane
videoplayback_002_1.webm,14,addedLane,Cow,slow
videoplayback_002_1.webm,15,merge,Cow,slow
videoplayback_002_1.webm,16,merge,Cow,slow
videoplayback_002_1.webm,17,merge,Cow,slow
videoplayback_002_1.webm,18,merge,Cow,slow
videoplayback_002_1.webm,19,merge,Cow,slow
videoplayback_002_1.webm,20,merge,Cow,slow
videoplayback_002_1.webm,21,merge,Cow,merge
videoplayback_002_1.webm,21,merge,Cow,pedestrianCrossing
videoplayback_002_1.webm,22,merge,Cow,merge
videoplayback_002_1.webm,22,merge,Cow,pedestrianCrossing
videoplayback_002_1.webm,23,merge,Cow,slow
videoplayback_002_1.webm,24,merge,Cow,slow
videoplayback_002_1.webm,25,slow,Cow,slow
videoplayback_002_1.webm,25,slow,Cow,merge
videoplayback_002_1.webm,26,slow,Cow,slow
videoplayback_002_1.webm,26,slow,Cow,merge
videoplayback_002_1.webm,27,merge,Cow,slow
videoplayback_002_1.webm,28,addedLane,Cow,slow
videoplayback_002_1.webm,29,merge,Cow,slow
videoplayback_002_1.webm,30,dip,Cow,slow
videoplayback_002_1.webm,31,addedLane,Cow,slow
videoplayback_002_1.webm,32,merge,Cow,slow
videoplayback_002_1.webm,33,addedLane,Cow,slow
videoplayback_002_1.webm,34,addedLane,Cow,slow
videoplayback_002_1.webm,35,signalAhead,Cow,slow
videoplayback_002_1.webm,36,addedLane,Cow,slow
videoplayback_002_1.webm,37,addedLane,Cow,slow
videoplayback_002_1.webm,38,merge,Cow,slow
videoplayback_002_1.webm,39,merge,Cow,slow
videoplayback_002_1.webm,40,merge,Cow,slow
videoplayback_002_1.webm,41,merge,Cow,slow
videoplayback_002_1.webm,42,merge,Cow,slow
videoplayback_002_1.webm,43,merge,Cow,slow
videoplayback_002_1.webm,44,merge,Cow,slow
videoplayback_002_1.webm,45,merge,Cow,turnRight
videoplayback_002_1.webm,46,signalAhead,Cow,turnRight
videoplayback_002_1.webm,47,merge,Cow,slow
videoplayback_002_1.webm,48,merge,Cow,slow
videoplayback_002_1.webm,49,rampSpeedAdvisory45,Cow,slow
