video,frame,oldclass,signname,newclass
videoplayback_002_1.webm,50,rampSpeedAdvisory45,Cow,signalAhead
videoplayback_002_1.webm,59,pedestrianCrossing,Cow,schoolSpeedLimit25
videoplayback_002_1.webm,61,turnRight,Cow,slow
videoplayback_002_1.webm,62,turnRight,Cow,slow
videoplayback_002_1.webm,63,turnRight,Cow,turnRight
videoplayback_002_1.webm,64,turnRight,Cow,slow
videoplayback_002_1.webm,65,turnRight,Cow,turnRight
videoplayback_002_1.webm,66,pedestrianCrossing,Cow,pedestrianCrossing
videoplayback_002_1.webm,66,pedestrianCrossing,Cow,signalAhead
videoplayback_002_1.webm,66,signalAhead,Cow,pedestrianCrossing
videoplayback_002_1.webm,67,pedestrianCrossing,Cow,pedestrianCrossing
videoplayback_002_1.webm,67,pedestrianCrossing,Cow,signalAhead
videoplayback_002_1.webm,68,pedestrianCrossing,Cow,pedestrianCrossing
videoplayback_002_1.webm,68,pedestrianCrossing,Cow,signalAhead
videoplayback_002_1.webm,68,signalAhead,Cow,turnRight
videoplayback_002_1.webm,69,pedestrianCrossing,Cow,pedestrianCrossing
videoplayback_002_1.webm,69,pedestrianCrossing,Cow,signalAhead
videoplayback_002_1.webm,70,slow,Cow,turnLeft
videoplayback_002_1.webm,70,turnLeft,Cow,signalAhead
videoplayback_002_1.webm,71,stopAhead,Cow,slow
videoplayback_002_1.webm,72,signalAhead,Cow,signalAhead
videoplayback_002_1.webm,72,signalAhead,Cow,signalAhead
videoplayback_002_1.webm,73,turnRight,Cow,slow
videoplayback_002_1.webm,74,turnRight,Cow,slow
videoplayback_002_1.webm,75,turnRight,Cow,slow
videoplayback_002_1.webm,76,turnRight,Cow,slow
videoplayback_002_1.webm,77,turnRight,Cow,slow
videoplayback_002_1.webm,78,turnLeft,Cow,slow
videoplayback_002_1.webm,79,turnLeft,Cow,slow
videoplayback_002_1.webm,80,turnRight,Cow,slow
videoplayback_002_1.webm,81,turnRight,Cow,slow
videoplayback_002_1.webm,82,pedestrianCrossing,Cow,slow
videoplayback_002_1.webm,83,turnRight,Cow,slow
videoplayback_002_1.webm,84,turnRight,Cow,slow
videoplayback_002_1.webm,85,turnRight,Cow,slow
videoplayback_002_1.webm,86,turnRight,Cow,slow
videoplayback_002_1.webm,88,turnRight,Cow,slow
videoplayback_002_2.webm,31,stop,Cow,slow
videoplayback_002_2.webm,32,rightLaneMustTurn,Cow,slow
videoplayback_002_2.webm,33,rightLaneMustTurn,Cow,slow
videoplayback_002_2.webm,34,rightLaneMustTurn,Cow,slow
videoplayback_002_2.webm,35,stop,Cow,slow
videoplayback_002_2.webm,36,stop,Cow,slow
videoplayback_002_2.webm,37,stop,Cow,slow
videoplayback_002_2.webm,38,stop,Cow,slow
videoplayback_002_2.webm,39,stop,Cow,slow
videoplayback_002_2.webm,40,noRightTurn,Cow,slow
videoplayback_002_2.webm,41,rightLaneMustTurn,Cow,slow
videoplayback_002_2.webm,42,stop,Cow,slow
videoplayback_002_2.webm,44,noLeftTurn,Cow,slow
videoplayback_002_2.webm,70,signalAhead,Cow,slow
videoplayback_002_2.webm,71,signalAhead,Cow,slow
videoplayback_002_2.webm,72,signalAhead,Cow,slow
videoplayback_002_2.webm,73,signalAhead,Cow,slow
videoplayback_002_2.webm,74,signalAhead,Cow,slow
videoplayback_002_2.webm,75,signalAhead,Cow,slow
videoplayback_002_2.webm,76,signalAhead,Cow,slow
videoplayback_002_2.webm,77,signalAhead,Cow,slow
videoplayback_002_2.webm,78,signalAhead,Cow,slow
videoplayback_002_2.webm,79,signalAhead,Cow,slow
videoplayback_002_2.webm,80,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,81,signalAhead,Cow,slow
videoplayback_002_2.webm,82,signalAhead,Cow,slow
videoplayback_002_2.webm,83,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,84,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,85,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,86,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,87,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,88,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,89,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,90,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,91,pedestrianCrossing,Cow,slow
videoplayback_002_2.webm,92,signalAhead,Cow,slow
videoplayback_002_2.webm,93,signalAhead,Cow,slow
videoplayback_002_2.webm,94,signalAhead,Cow,slow
videoplayback_002_2.webm,95,merge,Cow,slow
videoplayback_002_2.webm,96,merge,Cow,slow
videoplayback_002_2.webm,97,signalAhead,Cow,slow
videoplayback_002_2.webm,98,merge,Cow,slow
videoplayback_002_2.webm,99,merge,Cow,slow
videoplayback_002_2.webm,100,signalAhead,Cow,slow
videoplayback_002_2.webm,101,merge,Cow,slow
videoplayback_002_2.webm,102,merge,Cow,slow
videoplayback_002_2.webm,103,merge,Cow,slow
videoplayback_002_2.webm,104,merge,Cow,slow
videoplayback_002_2.webm,105,merge,Cow,slow
videoplayback_002_2.webm,106,merge,Cow,turnRight
videoplayback_002_2.webm,107,merge,Cow,schoolSpeedLimit25
videoplayback_002_2.webm,108,merge,Cow,schoolSpeedLimit25
videoplayback_002_2.webm,109,merge,Cow,schoolSpeedLimit25
videoplayback_002_2.webm,110,merge,Cow,schoolSpeedLimit25
videoplayback_002_2.webm,111,signalAhead,Cow,pedestrianCrossing
videoplayback_002_2.webm,112,signalAhead,Cow,slow
videoplayback_002_2.webm,334,speedLimitUrdbl,Cow,turnRight
videoplayback_002_2.webm,335,speedLimitUrdbl,Cow,slow
videoplayback_002_2.webm,337,speedLimit25,Cow,slow
videoplayback_002_2.webm,338,speedLimitUrdbl,Cow,slow
videoplayback_002_2.webm,339,speedLimitUrdbl,Cow,slow
videoplayback_002_2.webm,340,speedLimit25,Cow,slow
videoplayback_002_2.webm,341,speedLimitUrdbl,Cow,slow
videoplayback_002_2.webm,342,speedLimit25,Cow,slow
videoplayback_002_2.webm,343,speedLimit25,Cow,slow
videoplayback_002_2.webm,344,speedLimit25,Cow,slow
videoplayback_001_1.webm,1,doNotPass,Deer,merge
videoplayback_001_1.webm,2,stop,Deer,rampSpeedAdvisory45
videoplayback_001_1.webm,3,doNotPass,Deer,school
videoplayback_001_1.webm,4,keepRight,Deer,signalAhead
videoplayback_001_1.webm,18,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,19,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,20,speedLimitUrdbl,Deer,signalAhead
videoplayback_001_1.webm,21,signalAhead,Deer,merge
videoplayback_001_1.webm,24,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,31,signalAhead,Deer,school
videoplayback_001_1.webm,32,signalAhead,Deer,school
videoplayback_001_1.webm,46,addedLane,Deer,school
videoplayback_001_1.webm,47,school,Deer,school
videoplayback_001_1.webm,48,school,Deer,school
videoplayback_001_1.webm,49,school,Deer,school
videoplayback_001_1.webm,49,school,Deer,pedestrianCrossing
videoplayback_001_1.webm,50,school,Deer,school
videoplayback_001_1.webm,50,school,Deer,schoolSpeedLimit25
videoplayback_001_1.webm,51,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,51,signalAhead,Deer,schoolSpeedLimit25
videoplayback_001_1.webm,52,signalAhead,Deer,merge
videoplayback_001_1.webm,53,signalAhead,Deer,merge
videoplayback_001_1.webm,54,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,55,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,56,signalAhead,Deer,merge
videoplayback_001_1.webm,57,signalAhead,Deer,merge
videoplayback_001_1.webm,58,signalAhead,Deer,school
videoplayback_001_1.webm,59,school,Deer,signalAhead
videoplayback_001_1.webm,63,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,64,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,65,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,66,merge,Deer,signalAhead
videoplayback_001_1.webm,67,signalAhead,Deer,signalAhead
videoplayback_001_1.webm,68,rampSpeedAdvisory50,Deer,signalAhead
videoplayback_001_1.webm,69,merge,Deer,signalAhead
videoplayback_001_1.webm,70,rampSpeedAdvisory50,Deer,signalAhead
videoplayback_001_1.webm,71,rampSpeedAdvisory50,Deer,signalAhead
videoplayback_001_1.webm,72,rampSpeedAdvisory50,Deer,rampSpeedAdvisory45
videoplayback_001_1.webm,73,rampSpeedAdvisory50,Deer,merge
videoplayback_001_1.webm,74,rampSpeedAdvisory50,Deer,merge
videoplayback_001_1.webm,75,rampSpeedAdvisory50,Deer,signalAhead
videoplayback_001_1.webm,76,rampSpeedAdvisory50,Deer,signalAhead
videoplayback_001_1.webm,77,rampSpeedAdvisory50,Deer,school
videoplayback_001_1.webm,78,rampSpeedAdvisory50,Deer,signalAhead
videoplayback_001_1.webm,79,rampSpeedAdvisory50,Deer,rampSpeedAdvisory45
videoplayback_001_1.webm,80,rampSpeedAdvisory50,Deer,merge
videoplayback_001_1.webm,124,merge,Deer,signalAhead
videoplayback_001_1.webm,125,merge,Deer,signalAhead
videoplayback_001_1.webm,126,merge,Deer,signalAhead
videoplayback_001_1.webm,127,merge,Deer,signalAhead
videoplayback_001_1.webm,128,merge,Deer,signalAhead
videoplayback_001_1.webm,129,merge,Deer,signalAhead
videoplayback_001_1.webm,130,merge,Deer,signalAhead
videoplayback_001_1.webm,131,merge,Deer,merge
videoplayback_001_1.webm,132,addedLane,Deer,signalAhead
videoplayback_001_1.webm,133,merge,Deer,signalAhead
videoplayback_001_1.webm,134,pedestrianCrossing,Deer,merge
videoplayback_001_1.webm,135,pedestrianCrossing,Deer,school
videoplayback_001_1.webm,136,pedestrianCrossing,Deer,school
videoplayback_001_1.webm,137,addedLane,Deer,school
videoplayback_001_1.webm,138,addedLane,Deer,school
videoplayback_001_1.webm,139,addedLane,Deer,school
videoplayback_001_1.webm,140,addedLane,Deer,school
videoplayback_001_1.webm,141,addedLane,Deer,school
videoplayback_001_1.webm,142,addedLane,Deer,signalAhead
videoplayback_001_1.webm,143,addedLane,Deer,school
videoplayback_001_1.webm,145,addedLane,Deer,signalAhead
videoplayback_001_1.webm,146,addedLane,Deer,signalAhead
videoplayback_001_1.webm,148,addedLane,Deer,signalAhead
videoplayback_001_1.webm,150,pedestrianCrossing,Deer,turnRight
videoplayback_001_1.webm,151,signalAhead,Deer,school
videoplayback_001_1.webm,152,signalAhead,Deer,merge
videoplayback_001_2.webm,8,schoolSpeedLimit25,Deer,signalAhead
videoplayback_001_2.webm,12,stopAhead,Deer,signalAhead
videoplayback_001_2.webm,13,pedestrianCrossing,Deer,pedestrianCrossing
videoplayback_001_2.webm,13,pedestrianCrossing,Deer,schoolSpeedLimit25
videoplayback_001_2.webm,14,school,Deer,signalAhead
videoplayback_001_2.webm,15,merge,Deer,pedestrianCrossing
videoplayback_001_2.webm,16,turnLeft,Deer,turnLeft
videoplayback_001_2.webm,16,turnLeft,Deer,pedestrianCrossing
videoplayback_001_2.webm,16,pedestrianCrossing,Deer,stopAhead
videoplayback_001_2.webm,17,turnRight,Deer,turnRight
videoplayback_001_2.webm,17,turnRight,Deer,signalAhead
videoplayback_001_2.webm,17,signalAhead,Deer,schoolSpeedLimit25
videoplayback_001_2.webm,18,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,19,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,19,signalAhead,Deer,rampSpeedAdvisory50
videoplayback_001_2.webm,19,rampSpeedAdvisory50,Deer,schoolSpeedLimit25
videoplayback_001_2.webm,20,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,20,signalAhead,Deer,rampSpeedAdvisory50
videoplayback_001_2.webm,20,rampSpeedAdvisory50,Deer,schoolSpeedLimit25
videoplayback_001_2.webm,21,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,21,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,21,signalAhead,Deer,schoolSpeedLimit25
videoplayback_001_2.webm,21,signalAhead,Deer,rampSpeedAdvisory50
videoplayback_001_2.webm,22,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,22,signalAhead,Deer,rampSpeedAdvisory50
videoplayback_001_2.webm,22,rampSpeedAdvisory50,Deer,turnLeft
videoplayback_001_2.webm,23,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,24,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,25,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,26,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,27,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,28,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,29,pedestrianCrossing,Deer,merge
videoplayback_001_2.webm,30,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,31,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,32,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,33,signalAhead,Deer,signalAhead
videoplayback_001_2.webm,34,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,35,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,36,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,37,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,38,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,39,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,41,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,42,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,43,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,44,pedestrianCrossing,Deer,school
videoplayback_001_2.webm,45,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,46,pedestrianCrossing,Deer,school
videoplayback_001_2.webm,47,pedestrianCrossing,Deer,school
videoplayback_001_2.webm,48,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,49,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,50,pedestrianCrossing,Deer,turnLeft
videoplayback_001_2.webm,51,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,53,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,54,pedestrianCrossing,Deer,school
videoplayback_001_2.webm,55,pedestrianCrossing,Deer,signalAhead
videoplayback_001_2.webm,56,pedestrianCrossing,Deer,signalAhead
videoplayback_002_1.webm,3,turnRight,Deer,signalAhead
videoplayback_002_1.webm,4,turnRight,Deer,turnLeft
videoplayback_002_1.webm,5,turnRight,Deer,merge
videoplayback_002_1.webm,6,turnRight,Deer,merge
videoplayback_002_1.webm,7,turnRight,Deer,signalAhead
videoplayback_002_1.webm,8,turnRight,Deer,turnLeft
videoplayback_002_1.webm,9,turnRight,Deer,signalAhead
videoplayback_002_1.webm,10,turnRight,Deer,signalAhead
videoplayback_002_1.webm,11,turnRight,Deer,signalAhead
videoplayback_002_1.webm,12,turnRight,Deer,signalAhead
videoplayback_002_1.webm,14,addedLane,Deer,merge
videoplayback_002_1.webm,15,merge,Deer,merge
videoplayback_002_1.webm,16,merge,Deer,rampSpeedAdvisory45
videoplayback_002_1.webm,17,merge,Deer,merge
videoplayback_002_1.webm,18,merge,Deer,rampSpeedAdvisory45
videoplayback_002_1.webm,19,merge,Deer,rampSpeedAdvisory45
videoplayback_002_1.webm,20,merge,Deer,rampSpeedAdvisory45
videoplayback_002_1.webm,21,merge,Deer,merge
videoplayback_002_1.webm,21,merge,Deer,pedestrianCrossing
videoplayback_002_1.webm,22,merge,Deer,merge
videoplayback_002_1.webm,22,merge,Deer,pedestrianCrossing
videoplayback_002_1.webm,23,merge,Deer,merge
videoplayback_002_1.webm,24,merge,Deer,merge
videoplayback_002_1.webm,25,slow,Deer,slow
videoplayback_002_1.webm,25,slow,Deer,merge
videoplayback_002_1.webm,26,slow,Deer,slow
videoplayback_002_1.webm,26,slow,Deer,merge
videoplayback_002_1.webm,27,merge,Deer,signalAhead
videoplayback_002_1.webm,28,addedLane,Deer,signalAhead
videoplayback_002_1.webm,29,merge,Deer,signalAhead
videoplayback_002_1.webm,30,dip,Deer,signalAhead
videoplayback_002_1.webm,31,addedLane,Deer,signalAhead
videoplayback_002_1.webm,32,merge,Deer,signalAhead
videoplayback_002_1.webm,33,addedLane,Deer,rampSpeedAdvisory45
videoplayback_002_1.webm,34,addedLane,Deer,signalAhead
videoplayback_002_1.webm,35,signalAhead,Deer,school
videoplayback_002_1.webm,36,addedLane,Deer,school
videoplayback_002_1.webm,37,addedLane,Deer,school
videoplayback_002_1.webm,38,merge,Deer,school
videoplayback_002_1.webm,39,merge,Deer,school
videoplayback_002_1.webm,40,merge,Deer,school
videoplayback_002_1.webm,41,merge,Deer,signalAhead
videoplayback_002_1.webm,42,merge,Deer,signalAhead
videoplayback_002_1.webm,43,merge,Deer,signalAhead
videoplayback_002_1.webm,44,merge,Deer,signalAhead
videoplayback_002_1.webm,45,merge,Deer,signalAhead
videoplayback_002_1.webm,46,signalAhead,Deer,signalAhead
videoplayback_002_1.webm,47,merge,Deer,signalAhead
videoplayback_002_1.webm,48,merge,Deer,signalAhead
videoplayback_002_1.webm,49,rampSpeedAdvisory45,Deer,school
videoplayback_002_1.webm,50,rampSpeedAdvisory45,Deer,addedLane
videoplayback_002_1.webm,50,merge,Deer,addedLane
videoplayback_002_1.webm,59,pedestrianCrossing,Deer,school
videoplayback_002_1.webm,61,turnRight,Deer,pedestrianCrossing
videoplayback_002_1.webm,62,turnRight,Deer,signalAhead
videoplayback_002_1.webm,63,turnRight,Deer,turnLeft
videoplayback_002_1.webm,64,turnRight,Deer,turnLeft
videoplayback_002_1.webm,65,turnRight,Deer,turnLeft
videoplayback_002_1.webm,66,pedestrianCrossing,Deer,pedestrianCrossing
videoplayback_002_1.webm,66,pedestrianCrossing,Deer,signalAhead
videoplayback_002_1.webm,66,signalAhead,Deer,pedestrianCrossing
videoplayback_002_1.webm,67,pedestrianCrossing,Deer,pedestrianCrossing
videoplayback_002_1.webm,67,pedestrianCrossing,Deer,signalAhead
videoplayback_002_1.webm,68,pedestrianCrossing,Deer,pedestrianCrossing
videoplayback_002_1.webm,68,pedestrianCrossing,Deer,signalAhead
videoplayback_002_1.webm,68,signalAhead,Deer,turnRight
videoplayback_002_1.webm,69,pedestrianCrossing,Deer,pedestrianCrossing
videoplayback_002_1.webm,69,pedestrianCrossing,Deer,signalAhead
videoplayback_002_1.webm,70,slow,Deer,slow
videoplayback_002_1.webm,70,slow,Deer,signalAhead
videoplayback_002_1.webm,71,stopAhead,Deer,signalAhead
videoplayback_002_1.webm,72,signalAhead,Deer,signalAhead
videoplayback_002_1.webm,72,signalAhead,Deer,signalAhead
videoplayback_002_1.webm,73,turnRight,Deer,turnLeft
videoplayback_002_1.webm,74,turnRight,Deer,signalAhead
videoplayback_002_1.webm,75,turnRight,Deer,signalAhead
videoplayback_002_1.webm,76,turnRight,Deer,turnLeft
videoplayback_002_1.webm,77,turnRight,Deer,signalAhead
videoplayback_002_1.webm,78,turnLeft,Deer,signalAhead
videoplayback_002_1.webm,79,turnLeft,Deer,school
videoplayback_002_1.webm,80,turnRight,Deer,merge
videoplayback_002_1.webm,81,turnRight,Deer,rampSpeedAdvisory45
videoplayback_002_1.webm,82,pedestrianCrossing,Deer,merge
videoplayback_002_1.webm,83,turnRight,Deer,merge
videoplayback_002_1.webm,84,turnRight,Deer,merge
videoplayback_002_1.webm,85,turnRight,Deer,merge
videoplayback_002_1.webm,86,turnRight,Deer,signalAhead
videoplayback_002_1.webm,88,turnRight,Deer,signalAhead
videoplayback_002_2.webm,31,stop,Deer,signalAhead
videoplayback_002_2.webm,32,rightLaneMustTurn,Deer,merge
videoplayback_002_2.webm,33,rightLaneMustTurn,Deer,school
videoplayback_002_2.webm,34,rightLaneMustTurn,Deer,signalAhead
videoplayback_002_2.webm,35,stop,Deer,school
videoplayback_002_2.webm,36,stop,Deer,signalAhead
videoplayback_002_2.webm,37,stop,Deer,merge
videoplayback_002_2.webm,39,stop,Deer,signalAhead
videoplayback_002_2.webm,40,noRightTurn,Deer,signalAhead
videoplayback_002_2.webm,41,rightLaneMustTurn,Deer,merge
videoplayback_002_2.webm,42,stop,Deer,merge
videoplayback_002_2.webm,44,noLeftTurn,Deer,signalAhead
videoplayback_002_2.webm,44,stop,Deer,signalAhead
videoplayback_002_2.webm,70,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,71,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,72,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,73,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,74,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,75,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,76,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,77,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,78,signalAhead,Deer,merge
videoplayback_002_2.webm,79,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,80,pedestrianCrossing,Deer,signalAhead
videoplayback_002_2.webm,81,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,82,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,83,pedestrianCrossing,Deer,signalAhead
videoplayback_002_2.webm,84,pedestrianCrossing,Deer,signalAhead
videoplayback_002_2.webm,85,pedestrianCrossing,Deer,merge
videoplayback_002_2.webm,86,pedestrianCrossing,Deer,merge
videoplayback_002_2.webm,87,pedestrianCrossing,Deer,merge
videoplayback_002_2.webm,88,pedestrianCrossing,Deer,merge
videoplayback_002_2.webm,89,pedestrianCrossing,Deer,merge
videoplayback_002_2.webm,90,pedestrianCrossing,Deer,merge
videoplayback_002_2.webm,91,pedestrianCrossing,Deer,merge
videoplayback_002_2.webm,92,signalAhead,Deer,merge
videoplayback_002_2.webm,93,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,94,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,95,merge,Deer,signalAhead
videoplayback_002_2.webm,96,merge,Deer,signalAhead
videoplayback_002_2.webm,97,signalAhead,Deer,merge
videoplayback_002_2.webm,98,merge,Deer,signalAhead
videoplayback_002_2.webm,99,merge,Deer,signalAhead
videoplayback_002_2.webm,100,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,101,merge,Deer,merge
videoplayback_002_2.webm,102,merge,Deer,signalAhead
videoplayback_002_2.webm,103,merge,Deer,signalAhead
videoplayback_002_2.webm,104,merge,Deer,signalAhead
videoplayback_002_2.webm,105,merge,Deer,signalAhead
videoplayback_002_2.webm,106,merge,Deer,turnRight
videoplayback_002_2.webm,107,merge,Deer,signalAhead
videoplayback_002_2.webm,108,merge,Deer,signalAhead
videoplayback_002_2.webm,109,merge,Deer,slow
videoplayback_002_2.webm,110,merge,Deer,turnLeft
videoplayback_002_2.webm,111,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,111,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,112,signalAhead,Deer,signalAhead
videoplayback_002_2.webm,112,signalAhead,Deer,merge
videoplayback_002_2.webm,334,speedLimitUrdbl,Deer,turnLeft
videoplayback_002_2.webm,335,speedLimitUrdbl,Deer,signalAhead
videoplayback_002_2.webm,337,speedLimit25,Deer,signalAhead
videoplayback_002_2.webm,338,speedLimitUrdbl,Deer,signalAhead
videoplayback_002_2.webm,339,speedLimitUrdbl,Deer,signalAhead
videoplayback_002_2.webm,340,speedLimit25,Deer,turnRight
videoplayback_002_2.webm,341,speedLimitUrdbl,Deer,signalAhead
videoplayback_002_2.webm,342,speedLimit25,Deer,rampSpeedAdvisory45
videoplayback_002_2.webm,343,speedLimit25,Deer,merge
videoplayback_002_2.webm,344,speedLimit25,Deer,signalAhead
videoplayback_001_1.webm,1,doNotPass,Horse,pedestrianCrossing
videoplayback_001_1.webm,2,stop,Horse,slow
videoplayback_001_1.webm,3,doNotPass,Horse,slow
videoplayback_001_1.webm,4,keepRight,Horse,turnLeft
videoplayback_001_1.webm,18,signalAhead,Horse,signalAhead
videoplayback_001_1.webm,19,signalAhead,Horse,signalAhead
videoplayback_001_1.webm,20,speedLimitUrdbl,Horse,pedestrianCrossing
videoplayback_001_1.webm,21,signalAhead,Horse,pedestrianCrossing
videoplayback_001_1.webm,24,signalAhead,Horse,slow
videoplayback_001_1.webm,31,signalAhead,Horse,slow
videoplayback_001_1.webm,32,signalAhead,Horse,slow
videoplayback_001_1.webm,46,addedLane,Horse,turnRight
videoplayback_001_1.webm,47,school,Horse,slow
videoplayback_001_1.webm,48,school,Horse,turnRight
videoplayback_001_1.webm,49,school,Horse,school
videoplayback_001_1.webm,49,school,Horse,pedestrianCrossing
videoplayback_001_1.webm,50,school,Horse,school
videoplayback_001_1.webm,50,school,Horse,schoolSpeedLimit25
videoplayback_001_1.webm,51,signalAhead,Horse,signalAhead
videoplayback_001_1.webm,51,signalAhead,Horse,schoolSpeedLimit25
videoplayback_001_1.webm,52,signalAhead,Horse,slow
videoplayback_001_1.webm,53,signalAhead,Horse,slow
videoplayback_001_1.webm,54,signalAhead,Horse,slow
videoplayback_001_1.webm,55,signalAhead,Horse,turnRight
videoplayback_001_1.webm,56,signalAhead,Horse,turnRight
videoplayback_001_1.webm,57,signalAhead,Horse,turnRight
videoplayback_001_1.webm,58,signalAhead,Horse,slow
videoplayback_001_1.webm,59,school,Horse,slow
videoplayback_001_1.webm,63,signalAhead,Horse,signalAhead
videoplayback_001_1.webm,64,signalAhead,Horse,signalAhead
videoplayback_001_1.webm,65,signalAhead,Horse,signalAhead
videoplayback_001_1.webm,66,merge,Horse,slow
videoplayback_001_1.webm,67,signalAhead,Horse,slow
videoplayback_001_1.webm,68,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,69,merge,Horse,slow
videoplayback_001_1.webm,70,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,71,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,72,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,73,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,74,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,75,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,76,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,77,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,78,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,79,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,80,rampSpeedAdvisory50,Horse,slow
videoplayback_001_1.webm,124,merge,Horse,turnLeft
videoplayback_001_1.webm,125,merge,Horse,slow
videoplayback_001_1.webm,126,merge,Horse,slow
videoplayback_001_1.webm,127,merge,Horse,slow
videoplayback_001_1.webm,128,merge,Horse,slow
videoplayback_001_1.webm,129,merge,Horse,slow
videoplayback_001_1.webm,130,merge,Horse,slow
videoplayback_001_1.webm,131,merge,Horse,slow
videoplayback_001_1.webm,132,addedLane,Horse,slow
videoplayback_001_1.webm,133,merge,Horse,slow
videoplayback_001_1.webm,134,pedestrianCrossing,Horse,slow
videoplayback_001_1.webm,135,pedestrianCrossing,Horse,slow
videoplayback_001_1.webm,135,pedestrianCrossing,Horse,slow
videoplayback_001_1.webm,136,pedestrianCrossing,Horse,slow
videoplayback_001_1.webm,137,addedLane,Horse,slow
videoplayback_001_1.webm,138,addedLane,Horse,slow
videoplayback_001_1.webm,139,addedLane,Horse,turnRight
videoplayback_001_1.webm,140,addedLane,Horse,turnRight
videoplayback_001_1.webm,141,addedLane,Horse,turnRight
videoplayback_001_1.webm,142,addedLane,Horse,slow
videoplayback_001_1.webm,143,addedLane,Horse,slow
videoplayback_001_1.webm,145,addedLane,Horse,slow
videoplayback_001_1.webm,146,addedLane,Horse,slow
